engine_size,horsepower,mileage,age,brand_score,price,expensive
5.19,507.0,24.6,14,6.46,109638.88,1
4.91,460.0,49.8,14,8.62,87293.28,1
4.38,280.0,36.2,15,3.99,57796.76,0
4.09,407.0,19.5,5,2.76,86947.3,1
5.61,526.0,48.3,6,6.21,113819.9,1
1.96,188.0,27.4,1,2.88,49655.16,0
1.96,159.0,30.7,0,4.34,26943.35,0
5.91,569.0,31.8,4,4.29,131438.35,1
3.77,277.0,20.9,14,4.65,68048.71,1
3.42,227.0,11.5,19,8.04,57537.84,0
5.25,324.0,25.7,3,8.22,80511.17,1
5.25,370.0,37.7,8,9.86,79058.9,1
1.88,178.0,29.1,0,4.68,37334.72,0
1.87,160.0,23.6,8,7.2,31916.41,0
4.98,368.0,32.4,16,6.34,76408.96,1
4.93,341.0,33.6,15,5.45,74472.71,1
2.13,150.0,45.4,18,9.32,21416.55,0
5.21,453.0,21.3,9,1.65,108939.06,1
3.4,226.0,17.3,0,3.39,52854.93,0
3.35,219.0,33.0,18,3.09,48331.47,0
5.93,506.0,41.5,13,7.29,119812.86,1
3.6,343.0,32.8,2,7.72,89574.79,1
1.69,154.0,17.0,9,2.37,34805.49,0
2.4,152.0,47.8,15,8.16,26563.14,0
2.67,244.0,20.6,11,4.05,44848.12,0
5.79,557.0,35.5,4,1.77,121021.89,1
2.32,204.0,32.9,17,7.81,44734.95,0
3.15,286.0,26.7,5,5.3,75520.8,1
4.75,452.0,40.0,4,2.27,94410.1,1
2.37,192.0,35.2,4,5.68,35838.1,0
4.51,368.0,27.2,0,9.43,86318.12,1
2.04,172.0,34.8,14,1.24,41828.08,0
2.21,151.0,22.4,17,8.22,36729.06,0
5.93,458.0,46.8,19,6.47,88082.98,1
2.84,231.0,11.2,8,7.29,56963.5,0
4.65,287.0,24.8,2,7.47,71677.47,1
5.2,412.0,17.2,12,2.43,87741.7,1
2.73,233.0,16.9,14,8.65,56246.86,0
2.79,251.0,24.8,4,8.41,55768.59,0
4.87,301.0,48.7,2,3.33,73909.86,1
4.04,331.0,21.8,7,3.45,72241.19,1
2.81,254.0,38.5,14,3.97,47464.95,0
4.75,320.0,11.4,5,1.24,77190.66,1
5.32,392.0,22.1,3,9.9,103318.1,1
2.18,138.0,18.2,4,6.13,33958.15,0
1.12,85.0,35.0,1,5.76,26977.84,0
2.37,167.0,27.5,17,4.33,27296.98,0
4.37,324.0,13.8,9,6.34,81832.03,1
5.58,375.0,46.8,1,8.68,91216.75,1
5.32,378.0,20.6,7,3.46,90904.53,1
2.11,160.0,36.5,12,6.03,22891.81,0
5.41,328.0,37.0,18,5.35,73832.86,1
5.05,368.0,47.8,5,5.85,86946.55,1
4.67,309.0,14.3,13,2.27,77711.22,1
4.44,432.0,38.6,9,2.62,89075.63,1
5.04,377.0,29.8,14,9.17,91134.95,1
5.31,402.0,30.1,2,1.24,98148.96,1
5.1,487.0,11.6,11,9.98,106643.2,1
1.61,149.0,44.2,3,4.5,26236.92,0
4.61,290.0,14.2,9,7.81,68868.7,1
5.21,325.0,47.3,8,4.16,70405.44,1
1.93,181.0,25.4,10,3.65,30489.56,0
2.07,134.0,32.2,9,1.07,17726.66,0
4.93,386.0,10.3,16,4.44,88408.91,1
2.72,179.0,41.5,16,8.52,39102.37,0
3.0,232.0,32.9,15,6.73,50502.7,0
2.89,197.0,46.5,6,6.18,40708.83,0
2.06,176.0,22.2,5,7.56,37785.6,0
5.69,361.0,46.3,16,8.22,82069.21,1
5.03,437.0,20.7,8,5.05,98634.9,1
2.25,182.0,35.2,9,8.6,34962.53,0
1.53,129.0,23.2,7,1.51,21615.65,0
2.86,212.0,19.3,16,9.21,52798.64,0
3.08,300.0,24.0,18,9.14,67278.79,1
1.04,67.0,32.1,4,8.9,22923.62,0
5.44,521.0,34.8,1,2.32,118068.2,1
5.26,431.0,17.3,2,3.04,106288.67,1
5.25,493.0,27.2,3,3.62,124788.79,1
5.03,464.0,27.1,11,5.17,91303.0,1
4.67,326.0,46.6,8,3.05,74559.07,1
4.17,286.0,35.5,10,2.1,60323.47,1
5.8,463.0,31.7,15,8.04,110590.96,1
4.56,403.0,44.1,4,4.14,75005.86,1
4.15,305.0,17.7,12,7.88,72427.25,1
4.94,473.0,18.0,10,3.76,106170.67,1
2.23,164.0,21.1,13,9.81,33352.08,0
5.84,360.0,19.3,10,6.16,83462.52,1
1.1,98.0,41.5,11,6.25,25114.06,0
4.24,282.0,46.2,9,6.59,57181.2,0
1.39,134.0,38.0,17,5.85,29813.25,0
5.27,455.0,20.9,3,3.14,111988.76,1
5.84,421.0,31.7,16,1.63,87675.24,1
3.04,235.0,28.4,2,1.69,43732.94,0
5.29,406.0,22.2,12,1.16,86178.07,1
2.68,220.0,49.4,1,7.89,47864.33,0
1.8,124.0,21.6,3,7.65,24510.04,0
2.38,153.0,34.5,1,2.0,28725.92,0
2.51,211.0,27.8,4,1.89,54638.06,0
4.15,346.0,14.6,3,9.41,94413.57,1
4.98,373.0,40.9,6,9.99,89584.45,1
2.03,193.0,39.8,13,3.95,30849.69,0
1.44,130.0,23.8,3,6.81,35072.59,0
2.11,145.0,23.8,5,9.94,46758.81,0
2.48,203.0,20.9,17,9.51,58166.85,0
2.4,155.0,42.3,16,8.55,31707.17,0
2.1,150.0,24.9,12,6.01,34499.66,0
3.33,322.0,27.1,2,6.15,76757.11,1
5.28,505.0,43.5,18,9.66,108944.14,1
1.5,107.0,31.6,7,4.45,20911.74,0
5.31,379.0,33.8,6,9.87,98963.35,1
3.49,343.0,49.1,2,6.35,76358.02,1
4.3,348.0,14.6,10,9.74,86283.75,1
5.08,496.0,20.2,6,3.0,116234.3,1
2.52,190.0,23.6,17,5.38,35010.68,0
5.77,495.0,26.9,7,2.28,110352.76,1
1.42,131.0,21.5,1,3.76,30041.45,0
3.64,257.0,31.0,3,3.79,64392.87,1
2.27,199.0,16.5,7,1.17,32631.96,0
3.04,186.0,48.4,18,2.56,38917.17,0
3.24,204.0,15.9,4,7.79,68765.13,1
5.57,392.0,27.6,3,8.66,95838.87,1
3.21,246.0,29.3,13,3.64,54774.32,0
4.49,337.0,34.9,3,9.58,74208.86,1
5.76,456.0,46.5,19,4.59,89097.65,1
3.47,318.0,41.5,1,8.33,63548.03,1
3.04,276.0,21.3,12,7.77,59923.36,0
5.86,480.0,44.8,10,1.17,99553.25,1
5.14,337.0,42.6,12,4.81,66101.11,1
5.7,489.0,49.3,4,1.45,109281.31,1
2.99,285.0,12.6,5,6.27,63874.77,1
4.48,353.0,40.7,5,4.86,81588.88,1
2.25,150.0,38.8,1,2.63,29081.05,0
5.33,378.0,35.3,19,7.55,82719.69,1
5.67,482.0,43.1,14,7.64,108416.28,1
2.34,201.0,44.1,5,9.27,43681.28,0
1.52,99.0,11.1,14,1.03,17831.94,0
2.0,177.0,48.8,6,2.67,36564.16,0
4.16,411.0,43.6,14,2.09,82447.24,1
2.36,165.0,43.6,10,9.86,36199.91,0
4.19,254.0,16.9,19,4.35,58182.24,0
2.75,219.0,27.4,10,7.97,44454.21,0
5.58,553.0,14.7,19,1.04,111241.72,1
3.26,201.0,10.9,9,5.97,42927.76,0
3.49,284.0,11.1,8,7.89,60430.81,1
2.74,201.0,13.0,6,3.72,49303.65,0
1.37,108.0,48.5,16,4.5,9167.67,0
3.47,330.0,16.6,1,7.37,78795.6,1
4.87,381.0,26.5,11,3.94,74438.58,1
5.77,515.0,47.6,17,3.44,105476.03,1
1.38,126.0,42.3,2,4.11,17013.48,0
4.99,432.0,30.0,19,6.95,90068.82,1
2.34,154.0,40.9,10,2.5,34648.72,0
5.11,502.0,25.4,11,2.89,113073.84,1
2.71,183.0,27.3,14,5.35,26300.25,0
1.57,132.0,26.8,2,3.91,22992.29,0
4.06,266.0,21.3,16,5.31,63387.37,1
5.47,333.0,20.4,18,9.74,83189.7,1
1.91,118.0,41.0,15,5.7,23539.97,0
1.11,84.0,39.6,5,5.71,14292.03,0
5.42,419.0,32.8,16,8.41,97861.52,1
4.49,373.0,44.6,6,9.05,84037.46,1
5.04,372.0,26.5,5,9.02,86872.49,1
1.3,99.0,33.1,3,5.69,8568.23,0
5.45,524.0,17.6,13,7.37,117219.07,1
3.1,229.0,40.4,18,1.64,46769.96,0
5.49,399.0,14.4,6,7.93,94750.8,1
1.32,117.0,21.2,14,1.28,16217.28,0
5.42,537.0,43.7,18,5.33,118127.31,1
4.37,266.0,24.5,19,3.39,49853.63,0
3.77,237.0,23.2,13,3.29,56005.32,0
1.31,119.0,23.9,11,2.32,28073.73,0
4.44,277.0,49.8,5,7.17,54290.26,0
3.99,359.0,26.6,9,4.64,80522.68,1
4.63,348.0,17.2,16,6.07,77721.79,1
4.58,368.0,47.8,17,4.63,75080.1,1
3.22,197.0,46.1,10,2.01,25747.04,0
2.02,146.0,19.1,0,8.94,39188.61,0
5.59,523.0,29.9,15,7.39,113427.63,1
5.63,553.0,13.0,16,1.96,119037.86,1
2.06,169.0,31.1,8,4.79,39998.93,0
4.15,412.0,46.0,0,3.76,89176.92,1
2.01,128.0,28.8,4,1.09,22754.32,0
5.31,503.0,35.9,3,9.39,110152.47,1
1.49,134.0,49.4,1,5.89,33541.37,0
5.95,384.0,42.1,10,6.59,78384.61,1
4.05,356.0,14.8,0,4.44,85057.12,1
1.11,95.0,46.1,4,2.2,10119.63,0
5.41,529.0,41.7,15,4.27,116414.18,1
4.42,305.0,45.6,3,6.82,67997.73,1
4.49,329.0,10.9,12,9.4,81813.56,1
2.38,161.0,35.8,15,7.92,37107.4,0
2.68,261.0,16.0,12,2.57,52796.88,0
5.57,526.0,12.5,19,9.36,118026.2,1
4.17,297.0,10.5,1,8.54,81282.82,1
1.08,102.0,25.7,15,2.7,10236.02,0
2.64,260.0,39.2,2,6.02,57755.12,0
3.99,260.0,39.8,6,3.71,59439.19,0
1.74,171.0,11.8,6,8.82,49379.91,0
1.49,142.0,35.4,7,6.13,25549.84,0
1.3,125.0,27.4,11,4.47,31181.2,0
4.15,259.0,27.4,11,3.4,62836.58,1
2.6,254.0,20.6,4,9.14,62135.6,1
2.87,286.0,12.8,14,8.38,66223.1,1
1.3,115.0,13.6,18,7.5,29525.9,0
4.69,438.0,43.8,0,5.09,98525.47,1
4.83,384.0,24.0,14,4.98,87779.08,1
5.15,329.0,18.7,16,5.18,81678.94,1
4.26,336.0,13.9,9,6.19,77624.04,1
4.87,467.0,30.8,5,9.99,100555.69,1
3.89,303.0,34.7,14,2.47,57947.04,0
3.46,254.0,42.3,8,6.08,51083.92,0
2.3,196.0,28.1,16,5.34,44746.14,0
1.27,125.0,45.7,4,7.32,29641.66,0
2.46,203.0,22.0,6,2.02,37883.38,0
4.42,359.0,17.4,2,5.18,95329.42,1
5.63,443.0,17.6,15,2.93,90039.07,1
2.28,175.0,41.1,8,7.63,32293.47,0
4.35,334.0,38.6,8,5.34,77772.45,1
3.39,335.0,32.2,11,9.56,74626.87,1
4.14,295.0,40.2,4,4.61,67769.95,1
1.01,80.0,41.1,19,4.25,7716.34,0
1.61,104.0,31.6,2,4.58,29634.1,0
2.09,165.0,40.2,17,1.76,27822.71,0
5.47,402.0,24.8,5,5.84,95493.33,1
1.2,95.0,40.5,7,5.34,18822.65,0
3.85,298.0,38.4,9,4.32,60976.0,1
5.64,539.0,46.4,14,3.47,114155.14,1
4.26,359.0,17.8,19,3.05,79088.71,1
3.42,261.0,41.8,13,5.45,52411.71,0
2.93,222.0,26.8,19,3.57,44305.86,0
4.12,256.0,36.6,1,4.12,58310.08,0
3.4,236.0,14.0,15,3.26,55822.45,0
4.53,433.0,35.9,13,2.84,95578.22,1
4.09,306.0,41.5,0,2.45,65061.13,1
3.84,378.0,24.2,6,4.11,83939.79,1
5.78,385.0,35.6,17,8.75,87629.67,1
5.18,341.0,20.4,19,4.6,78133.8,1
4.04,384.0,17.7,3,1.35,82121.84,1
3.69,298.0,42.4,1,7.15,79626.52,1
4.62,435.0,29.1,5,8.59,98380.64,1
5.02,363.0,33.5,19,9.49,83567.73,1
2.48,172.0,13.4,0,4.63,45957.32,0
4.33,369.0,31.3,5,8.53,93096.0,1
1.68,122.0,28.7,1,4.95,27343.4,0
3.15,193.0,34.6,17,1.81,25362.72,0
5.69,546.0,16.2,16,4.6,122167.09,1
2.63,244.0,43.0,4,6.48,53797.52,0
1.77,143.0,47.1,13,9.83,29069.7,0
1.73,122.0,16.7,7,9.86,26087.24,0
2.97,217.0,42.3,13,2.34,47236.37,0
2.13,131.0,43.5,5,6.94,23843.33,0
3.13,204.0,25.3,14,4.85,52211.26,0
4.59,337.0,33.4,15,6.29,74599.54,1
5.44,506.0,19.2,12,5.6,113377.32,1
1.55,141.0,37.5,5,1.29,29527.82,0
4.84,370.0,17.1,3,5.49,92263.41,1
1.52,144.0,42.4,19,5.91,15072.22,0
2.9,239.0,29.4,6,2.22,49559.67,0
5.98,580.0,38.0,18,5.29,125517.68,1
1.34,82.0,14.2,19,6.0,11939.07,0
1.11,105.0,36.2,11,6.25,14119.39,0
2.67,236.0,25.0,18,3.02,50638.04,0
5.76,424.0,39.5,1,3.3,95413.7,1
1.1,97.0,43.9,18,9.99,18728.46,0
2.11,186.0,27.9,8,8.67,41456.41,0
4.02,338.0,32.4,9,8.15,91477.26,1
2.17,209.0,44.0,2,8.44,41635.76,0
1.27,122.0,42.2,5,5.79,29374.73,0
1.26,87.0,27.9,18,1.57,7027.77,0
3.8,264.0,25.4,2,3.23,62398.2,1
3.81,299.0,21.4,6,9.72,80551.04,1
4.53,395.0,21.2,12,9.81,92104.14,1
1.66,150.0,26.9,11,9.39,27621.16,0
3.5,348.0,16.2,1,7.76,88054.12,1
4.0,282.0,15.3,0,6.53,67771.43,1
2.11,172.0,26.7,7,9.54,33265.25,0
3.74,255.0,24.7,11,4.77,52540.45,0
4.54,427.0,10.2,7,3.44,103136.3,1
5.95,446.0,12.7,18,6.93,100016.17,1
3.98,391.0,38.4,18,6.69,76152.32,1
5.31,472.0,33.8,17,6.38,108720.0,1
5.17,464.0,33.7,2,9.97,102384.8,1
5.7,357.0,37.4,11,3.76,87183.76,1
4.62,385.0,47.7,5,1.43,77257.12,1
2.07,128.0,29.3,0,8.12,31517.03,0
2.49,157.0,12.6,9,7.88,44467.1,0
4.92,482.0,17.5,6,7.86,111420.42,1
3.6,225.0,10.9,3,9.26,59880.92,0
2.26,220.0,40.8,3,4.95,47891.16,0
4.28,300.0,25.4,9,6.96,61420.53,1
5.53,336.0,27.3,5,1.5,80820.27,1
2.79,276.0,28.7,7,4.3,63620.52,1
3.98,313.0,45.9,4,4.58,63838.82,1
3.91,284.0,40.2,19,4.47,47556.15,0
1.63,124.0,26.7,15,9.94,42093.47,0
1.45,141.0,38.9,9,6.38,25616.19,0
5.45,382.0,34.2,10,1.01,89282.16,1
5.67,551.0,47.9,6,9.73,119287.9,1
5.52,349.0,37.8,7,4.16,83190.33,1
2.98,190.0,40.9,19,4.13,38569.68,0
2.44,195.0,19.3,0,5.82,45156.84,0
5.71,419.0,39.0,17,5.67,82633.63,1
5.41,329.0,35.3,17,5.64,73629.62,1
5.1,417.0,16.5,0,6.64,95821.4,1
2.67,190.0,49.0,0,8.04,34578.46,0
4.19,341.0,46.5,8,9.18,77691.5,1
4.75,397.0,13.6,18,7.53,92557.82,1
3.88,265.0,44.0,15,7.62,59080.16,0
4.01,372.0,45.6,9,6.7,82937.71,1
4.78,380.0,40.8,3,5.5,82825.38,1
4.83,431.0,38.4,5,8.15,89642.76,1
2.2,184.0,21.1,10,7.99,40152.75,0
2.95,243.0,49.2,1,5.82,54728.23,0
4.91,453.0,12.7,19,9.63,97651.35,1
2.31,169.0,48.9,15,3.03,34144.8,0
5.58,490.0,32.1,10,5.75,103796.09,1
5.19,354.0,40.3,0,2.37,75610.51,1
5.48,477.0,29.9,18,6.8,103290.8,1
2.49,186.0,14.9,5,3.74,55614.88,0
1.53,93.0,42.6,7,9.64,20125.42,0
1.5,143.0,28.2,10,2.16,26526.99,0
3.78,241.0,18.5,4,1.93,57819.25,0
2.53,202.0,27.5,4,5.24,43784.34,0
2.32,208.0,37.5,8,4.14,36824.55,0
2.11,134.0,11.3,11,6.57,31780.02,0
3.81,300.0,10.3,5,7.59,68369.52,1
3.74,246.0,19.3,5,8.17,60284.82,1
3.11,300.0,42.9,9,5.72,63224.3,1
1.69,135.0,14.6,11,1.31,25895.59,0
5.64,443.0,24.4,16,4.06,94450.08,1
3.14,263.0,36.5,13,8.34,52701.3,0
1.62,126.0,14.1,11,9.24,29449.21,0
1.19,117.0,34.8,5,2.06,10909.95,0
1.76,156.0,19.6,4,2.5,41925.58,0
2.49,234.0,12.4,6,9.89,52288.0,0
4.15,268.0,26.2,4,1.28,63576.82,1
5.85,557.0,37.1,6,5.45,126564.19,1
2.36,188.0,49.4,18,6.75,31219.28,0
4.95,425.0,32.0,14,8.52,100243.2,1
5.56,471.0,43.7,10,2.28,88758.76,1
2.96,252.0,28.6,12,4.64,57345.85,0
2.27,199.0,10.9,6,7.4,44571.47,0
3.46,236.0,13.6,16,6.39,45814.35,0
5.48,442.0,37.0,1,4.95,103356.34,1
1.05,73.0,11.8,8,4.66,11497.91,0
3.43,220.0,33.3,12,2.27,41533.86,0
4.79,423.0,21.1,8,4.6,89024.03,1
4.01,326.0,40.2,5,5.61,76676.25,1
3.49,218.0,31.1,11,2.9,48771.71,0
3.77,335.0,45.6,9,7.11,68670.95,1
4.1,281.0,32.2,13,1.77,53918.59,0
4.41,358.0,27.4,13,7.41,80660.23,1
2.78,187.0,15.0,3,4.45,45078.47,0
3.59,313.0,21.8,8,9.7,72857.46,1
2.37,152.0,18.0,12,6.53,36085.67,0
5.92,491.0,44.6,8,5.04,115025.9,1
1.94,188.0,31.3,4,5.92,39817.73,0
1.75,157.0,18.1,4,4.18,36081.33,0
2.34,211.0,23.8,12,8.69,40784.2,0
5.6,516.0,12.0,2,5.87,123362.25,1
4.29,427.0,32.9,10,1.06,82233.58,1
3.28,197.0,12.8,7,9.08,59459.81,0
5.63,461.0,32.2,2,4.5,103572.95,1
5.5,528.0,35.8,14,4.34,105474.97,1
3.01,281.0,35.2,16,6.26,53219.37,0
3.82,243.0,22.3,16,8.24,54130.84,0
5.53,399.0,10.8,19,7.35,99623.34,1
2.6,172.0,10.9,13,8.93,50294.31,0
3.04,287.0,12.2,18,1.96,60459.99,1
4.97,415.0,18.7,10,3.33,92365.43,1
4.49,417.0,25.2,12,1.57,88666.56,1
1.24,108.0,47.5,5,8.82,23981.59,0
1.59,126.0,39.0,15,4.62,20123.49,0
5.23,516.0,38.3,14,4.61,111621.06,1
1.15,107.0,45.7,9,7.24,15102.13,0
5.6,526.0,42.1,7,9.57,126847.86,1
2.36,234.0,41.5,13,10.0,42869.31,0
3.99,263.0,16.1,7,3.59,61932.86,1
3.82,361.0,35.9,10,7.63,75235.36,1
2.98,267.0,24.0,16,4.23,58832.85,0
1.16,72.0,46.8,9,4.33,5000.0,0
1.96,125.0,10.3,10,9.37,30763.24,0
4.07,398.0,33.4,12,2.49,76822.44,1
3.23,234.0,41.0,18,8.34,47059.04,0
3.07,203.0,31.9,14,1.32,43582.7,0
1.49,144.0,42.3,4,7.07,27876.81,0
2.74,251.0,47.9,14,8.07,42250.99,0
3.63,292.0,38.2,4,5.09,63949.85,1
1.39,122.0,40.5,0,2.33,17261.12,0
1.33,133.0,27.7,7,5.97,25725.15,0
3.46,240.0,38.2,5,3.07,53005.12,0
3.81,271.0,38.7,6,8.35,58328.93,0
2.29,155.0,36.0,14,3.53,35470.37,0
2.63,187.0,44.3,10,3.07,37120.72,0
4.98,320.0,24.4,5,8.4,78778.67,1
5.35,501.0,25.0,17,9.74,108983.0,1
2.63,175.0,49.5,11,2.57,28816.94,0
2.78,209.0,21.5,7,6.47,52178.7,0
5.15,427.0,15.8,3,1.94,94941.12,1
5.87,554.0,26.8,7,4.08,117368.24,1
2.6,169.0,44.8,12,2.38,36937.66,0
4.94,424.0,16.4,5,6.36,101609.25,1
3.4,316.0,43.5,14,9.66,66063.64,1
2.32,220.0,33.9,0,3.22,47031.36,0
4.41,427.0,13.4,19,7.43,97308.07,1
3.31,208.0,26.2,11,2.67,43508.53,0
2.34,184.0,28.9,2,3.33,41751.4,0
1.54,119.0,29.5,0,3.53,32577.58,0
5.33,320.0,42.2,4,3.02,71781.29,1
5.39,480.0,29.6,3,8.95,117842.47,1
1.37,124.0,12.5,7,3.99,24173.31,0
4.32,297.0,44.0,1,3.39,75341.44,1
1.81,171.0,10.3,13,6.54,39992.7,0
4.23,307.0,11.0,3,7.49,79975.62,1
5.54,401.0,40.9,6,3.99,92869.84,1
2.3,189.0,46.7,2,2.36,28514.26,0
2.74,188.0,48.8,18,3.37,27222.12,0
4.98,449.0,27.4,17,4.59,90035.26,1
4.68,330.0,26.7,2,3.42,77619.08,1
3.04,253.0,19.6,7,9.47,50563.81,0
5.24,366.0,15.9,0,1.3,82058.4,1
5.6,413.0,46.3,4,6.59,90920.22,1
3.26,317.0,40.2,12,3.79,62252.44,1
1.2,94.0,39.5,5,5.36,20001.49,0
3.55,309.0,42.7,8,2.27,60696.99,1
4.7,323.0,26.0,14,9.06,79762.16,1
2.1,185.0,24.2,8,4.67,37862.27,0
1.5,149.0,15.6,16,1.83,20957.13,0
2.43,215.0,33.2,13,8.67,44293.39,0
1.06,84.0,34.5,3,9.56,28552.36,0
4.58,297.0,23.8,5,7.87,75561.6,1
1.73,141.0,33.7,4,1.19,31386.58,0
4.62,322.0,17.8,18,5.24,69200.12,1
2.17,195.0,27.4,12,9.19,51607.4,0
5.96,436.0,34.8,4,5.72,100508.55,1
3.66,242.0,46.3,17,6.08,46917.92,0
1.21,79.0,19.6,0,6.99,24222.23,0
4.86,320.0,17.5,4,6.49,81316.01,1
3.05,268.0,49.1,5,8.22,59138.32,0
4.04,250.0,24.7,16,1.05,44293.92,0
5.76,567.0,40.6,14,2.56,117833.99,1
3.59,244.0,35.5,1,4.23,52692.87,0
5.02,367.0,34.5,5,5.97,83180.92,1
2.51,168.0,37.5,5,2.12,29223.97,0
4.57,436.0,19.3,12,7.53,98616.33,1
1.5,92.0,16.7,7,7.02,23956.57,0
5.47,485.0,26.5,3,6.51,109230.79,1
2.0,129.0,38.4,16,3.83,31865.06,0
2.51,251.0,45.4,12,1.51,54881.17,0
5.79,437.0,35.3,5,8.03,99689.09,1
1.78,130.0,48.6,18,5.03,24630.12,0
2.27,172.0,12.7,4,7.48,41029.61,0
3.9,291.0,40.6,4,9.4,79437.49,1
5.9,395.0,31.1,3,4.72,106812.59,1
4.46,423.0,38.7,15,2.23,83642.05,1
1.57,134.0,19.1,16,9.22,25707.76,0
4.74,350.0,13.0,10,7.76,77754.51,1
3.13,235.0,16.5,10,9.8,60004.35,0
5.96,375.0,45.0,10,5.73,82468.34,1
4.14,313.0,28.3,8,9.11,83817.66,1
3.66,332.0,18.5,14,4.59,74958.34,1
3.79,289.0,35.4,11,1.65,56695.41,0
4.21,329.0,33.1,5,6.3,74339.35,1
4.66,314.0,40.9,10,1.82,67859.69,1
1.39,92.0,29.2,2,2.32,19561.64,0
1.65,146.0,20.8,6,5.17,25327.4,0
2.5,218.0,22.2,13,9.23,49900.17,0
3.39,288.0,41.0,9,5.97,56710.8,0
2.56,233.0,26.3,8,5.25,51017.16,0
2.07,163.0,22.8,16,4.74,34318.74,0
5.63,366.0,17.9,3,6.57,90257.02,1
1.16,95.0,36.4,11,3.21,9881.28,0
5.69,399.0,32.0,0,3.97,94289.86,1
5.54,488.0,36.1,12,4.99,106031.58,1
4.42,381.0,47.0,12,5.23,76926.58,1
1.16,81.0,46.4,6,1.04,8696.19,0
2.13,202.0,48.2,7,1.42,38255.28,0
5.9,565.0,20.3,18,7.49,131120.0,1
5.53,484.0,39.4,13,1.33,99999.33,1
5.82,447.0,35.2,10,7.05,96895.59,1
5.98,502.0,26.0,18,5.59,110102.77,1
1.32,97.0,23.5,3,7.82,17650.08,0
3.85,284.0,45.3,13,2.26,56275.46,0
5.17,412.0,39.1,13,8.67,93181.96,1
2.6,188.0,26.5,5,4.04,45535.77,0
3.18,282.0,44.5,16,1.24,42387.03,0
2.42,159.0,44.7,3,1.64,25590.96,0
1.19,76.0,27.3,13,8.66,20537.94,0
1.36,110.0,42.3,13,9.27,17380.33,0
1.11,87.0,46.9,19,5.06,10208.26,0
3.64,270.0,20.8,12,8.83,62063.29,1
4.09,391.0,38.9,15,9.12,85025.35,1
2.54,205.0,19.4,18,1.29,33339.11,0
5.13,479.0,23.1,8,4.9,107788.48,1
5.44,492.0,49.1,7,2.04,103504.95,1
1.7,138.0,22.0,16,2.0,24167.48,0
1.26,118.0,49.5,0,6.0,24933.82,0
2.6,219.0,12.7,0,5.56,50415.1,0
4.56,313.0,34.1,19,7.61,73657.59,1
3.54,267.0,38.4,12,4.77,60500.25,1
3.44,329.0,32.7,12,7.18,73955.07,1
1.76,128.0,46.0,5,2.86,28011.07,0
2.76,171.0,41.0,18,6.83,34341.94,0
5.79,560.0,45.3,1,2.84,118706.87,1
2.7,218.0,16.8,16,4.01,45469.05,0
3.96,360.0,31.7,1,2.95,79071.05,1
1.29,101.0,45.4,16,3.27,17404.64,0
1.32,113.0,15.6,16,9.86,24789.92,0
3.12,260.0,30.9,18,2.07,45658.38,0
4.02,257.0,32.3,12,7.47,54156.79,0
2.86,189.0,13.4,6,4.53,37161.87,0
1.9,177.0,18.4,17,4.37,32370.75,0
4.68,304.0,16.4,6,3.18,67408.4,1
1.7,122.0,48.4,6,3.86,29536.11,0
4.34,365.0,19.5,11,9.84,87337.05,1
5.78,559.0,10.6,2,2.86,127847.11,1
3.35,253.0,32.5,16,2.6,52544.44,0
2.0,162.0,24.2,18,9.03,30309.66,0
5.21,514.0,10.0,15,3.62,109638.69,1
3.53,318.0,49.3,17,5.05,63454.87,1
5.62,411.0,48.2,3,5.23,91656.04,1
4.6,413.0,20.3,4,1.99,93388.64,1
3.15,232.0,34.1,19,2.69,33646.97,0
4.09,355.0,46.4,1,3.56,87568.03,1
1.85,124.0,26.5,12,8.55,43129.96,0
2.94,187.0,30.5,10,7.64,38212.43,0
3.97,301.0,32.8,16,5.59,56540.95,0
3.95,268.0,16.9,2,7.48,68642.02,1
3.94,367.0,13.0,16,6.07,83459.66,1
4.72,399.0,20.7,6,7.03,88593.11,1
1.53,96.0,24.2,0,3.3,32509.71,0
1.37,103.0,17.9,19,5.45,14693.97,0
1.74,134.0,45.8,4,2.79,23369.75,0
4.96,462.0,49.5,15,2.72,96024.78,1
1.32,126.0,14.8,18,2.2,19933.67,0
2.13,163.0,27.7,13,1.89,31014.05,0
2.27,209.0,18.0,7,9.24,46894.35,0
4.24,384.0,47.7,14,1.96,71718.28,1
3.01,190.0,47.0,2,5.34,47692.03,0
1.99,129.0,24.8,9,6.83,23141.76,0
3.25,232.0,37.7,6,6.68,51340.66,0
4.43,389.0,47.8,5,6.44,87026.82,1
4.93,316.0,41.0,11,2.73,64508.04,1
1.62,138.0,23.9,14,3.4,30345.25,0
4.57,274.0,35.4,16,3.99,63138.56,1
1.02,88.0,44.3,1,2.68,12081.55,0
4.62,454.0,34.7,19,7.65,93839.82,1
4.31,409.0,23.9,15,9.86,92189.89,1
3.34,304.0,41.5,6,9.83,68577.22,1
1.68,120.0,47.8,17,1.4,16047.83,0
4.82,299.0,15.0,19,9.55,68978.32,1
1.36,130.0,18.9,0,5.05,37410.09,0
5.48,356.0,34.1,1,5.44,80108.09,1
4.87,300.0,42.9,10,1.57,65104.63,1
4.7,390.0,23.7,16,8.25,93906.09,1
4.77,388.0,11.4,7,8.28,89033.66,1
1.34,90.0,28.9,3,9.4,26644.26,0
5.95,481.0,49.1,11,4.69,98134.3,1
