area_sqft,bedrooms,bathrooms,age,distance_to_city,price,luxury
4129.3,4,3,25,3.4,298232.34,1
3025.8,5,2,12,29.2,249106.34,1
2317.4,2,1,4,23.9,193043.89,1
1945.7,4,3,35,30.1,164398.51,0
1873.0,3,1,31,20.9,145354.77,0
4268.4,5,3,14,10.8,260748.85,1
4212.7,4,3,32,30.9,286323.02,1
4205.2,3,1,17,29.8,255662.55,1
1772.3,2,3,5,32.4,125934.82,0
4095.1,3,2,32,28.7,271418.81,1
664.9,4,1,45,31.3,30000.0,0
1429.1,1,2,9,23.5,108029.29,0
2815.3,3,2,19,32.0,185087.91,0
2330.4,4,1,47,14.1,203728.13,1
1003.5,4,3,32,11.6,128452.6,0
687.7,3,2,18,27.2,91568.46,0
3250.3,1,1,17,31.8,179364.38,0
1910.7,5,1,4,29.8,132754.47,0
571.8,2,3,42,34.7,31699.92,0
2439.0,5,2,7,24.8,354916.5,1
1880.5,2,2,17,1.8,188979.93,1
3094.7,4,3,18,11.4,325635.14,1
4684.2,2,1,45,5.6,259642.28,1
1885.4,3,1,13,24.2,183886.16,0
4987.1,3,3,7,23.7,363453.4,1
887.2,4,3,22,32.1,90644.62,0
897.3,2,1,25,3.2,87609.82,0
3708.3,1,3,1,33.3,237256.11,1
3868.8,3,1,10,11.5,318226.05,1
2402.9,3,3,0,39.5,223546.85,1
1787.2,4,2,37,7.1,127364.21,0
4073.0,2,3,48,18.3,187509.3,0
4803.1,1,2,17,8.5,302224.56,1
4954.6,2,1,15,33.0,183592.28,0
3355.0,3,2,35,38.0,225623.08,1
3830.5,5,3,39,25.3,310439.63,1
4200.1,4,2,33,3.9,338254.42,1
4094.9,1,1,47,15.3,130765.11,0
4970.3,2,3,37,5.7,345769.98,1
4146.9,3,2,45,27.9,179993.01,0
3481.6,5,1,38,3.3,250767.81,1
2193.0,4,3,18,18.1,216697.18,1
3190.9,1,2,21,5.3,163657.1,0
4461.6,2,3,42,33.0,271838.05,1
1874.7,1,2,15,5.0,116574.0,0
637.9,4,2,13,24.6,80282.52,0
1972.3,2,2,26,20.4,128456.13,0
4821.0,3,1,22,32.2,229551.06,1
4073.3,3,3,1,38.6,249832.92,1
1342.1,5,1,38,1.1,117390.59,0
554.0,2,3,0,15.3,130355.28,0
3511.0,1,2,17,22.8,201576.15,1
3105.5,5,3,10,38.2,289922.15,1
873.4,2,1,8,7.0,129046.69,0
4847.0,2,2,26,27.1,276137.7,1
3280.1,3,1,36,30.8,192801.91,1
3431.8,2,2,13,6.7,205359.24,1
4341.2,2,3,41,25.6,274380.08,1
2016.8,3,3,25,27.4,162503.9,0
3012.1,5,2,2,9.3,253774.64,1
3092.8,5,2,34,29.2,239774.58,1
4853.1,2,2,22,19.1,179131.17,0
1091.7,4,1,7,22.4,140910.63,0
3915.1,3,1,1,27.8,242949.49,1
3088.2,5,2,15,16.5,213039.56,1
4304.2,4,3,48,29.7,248818.4,1
4243.8,3,3,34,21.6,324040.44,1
554.1,2,1,4,9.3,151439.44,0
1654.0,3,3,26,11.8,54776.36,0
1313.7,4,1,38,21.0,76287.09,0
2577.7,3,3,21,6.8,116894.46,0
4573.8,1,3,20,32.4,210048.84,1
522.5,2,2,16,3.6,30000.0,0
2696.9,3,2,7,14.3,208570.86,1
4481.6,4,2,38,22.3,299394.55,1
4668.0,1,2,24,37.1,260418.19,1
3457.8,2,3,42,25.9,168967.06,0
4233.9,1,2,42,4.5,205671.13,1
1958.3,1,1,22,31.4,161324.19,0
1786.8,5,1,29,4.1,172801.86,0
721.0,5,2,35,20.9,203032.94,1
2764.4,5,2,31,12.9,223323.49,1
2551.2,2,1,45,19.4,57152.9,0
2173.6,2,2,15,6.3,153539.65,0
1010.0,4,3,20,3.6,138197.2,0
1538.4,3,3,0,24.4,153612.86,0
1416.5,3,3,11,26.2,145328.46,0
4747.9,1,1,22,4.9,244568.43,1
4849.1,4,3,4,15.3,294201.98,1
515.4,5,1,13,37.2,30000.0,0
1267.5,3,1,37,30.7,30000.0,0
4499.5,2,2,12,38.2,148823.49,0
672.5,5,3,20,18.3,159069.96,0
4745.5,3,3,26,12.3,402778.61,1
2210.3,2,1,26,39.0,107336.44,0
2924.1,2,2,32,3.4,175500.37,0
3937.2,5,3,39,12.9,250104.32,1
1597.6,5,1,22,30.6,85445.69,0
953.0,2,1,31,4.0,30000.0,0
4144.8,4,3,28,25.1,235514.78,1
4930.8,2,2,17,38.7,221607.51,1
3464.5,2,1,13,37.4,133588.3,0
4213.5,2,1,48,4.2,191753.09,1
4735.9,5,3,30,37.1,304114.94,1
1528.6,5,3,8,8.7,122958.53,0
2076.8,2,2,9,38.3,217315.26,1
1485.6,2,1,28,8.9,79694.92,0
778.0,1,1,47,39.9,30000.0,0
3795.2,4,3,1,32.0,343733.31,1
1155.5,2,3,39,25.1,134715.36,0
917.2,2,3,38,8.0,114270.96,0
2109.4,1,1,10,26.7,135922.14,0
772.5,5,3,10,5.3,181597.74,0
1308.0,3,1,31,36.3,44803.7,0
814.7,1,3,36,27.8,200728.12,1
4447.8,5,1,0,33.8,372856.95,1
4008.8,5,3,22,4.8,329776.33,1
4367.8,1,2,30,35.7,183729.71,0
4407.5,4,1,20,14.3,317381.75,1
4750.3,5,2,23,26.8,280611.04,1
1339.9,3,2,29,33.6,40639.19,0
4550.0,4,3,21,22.6,335305.51,1
2862.7,1,1,13,2.4,162975.14,0
1248.0,5,3,28,22.0,122426.14,0
3451.0,5,3,48,37.1,335771.57,1
1971.5,2,1,19,7.9,142077.33,0
709.1,4,3,49,11.9,153442.47,0
853.9,3,1,16,31.5,170303.58,0
2406.7,5,1,39,6.7,185526.95,0
4219.2,3,2,49,17.0,306836.63,1
1899.6,3,3,8,20.5,208494.3,1
3947.6,2,1,42,3.7,179109.37,0
750.8,3,2,4,31.3,88897.73,0
2271.8,3,1,45,31.4,143921.77,0
1073.5,2,1,20,38.1,74357.19,0
4386.0,4,2,0,19.2,308481.74,1
4855.7,4,1,46,17.3,331136.04,1
1965.3,4,3,38,33.1,72261.38,0
4949.9,1,2,24,2.8,336990.82,1
3885.4,1,3,5,4.5,293081.81,1
505.6,2,3,12,27.6,109426.18,0
2683.7,3,1,16,3.3,147871.63,0
4253.5,1,2,38,11.4,223805.31,1
2902.4,4,3,17,31.9,195468.91,1
2974.8,3,2,9,22.6,142122.45,0
2514.6,5,2,42,17.7,256753.43,1
2277.7,4,2,24,21.7,221968.59,1
623.3,4,1,24,31.1,96612.78,0
3297.8,3,2,29,6.5,183775.9,0
3950.3,4,1,24,27.4,211578.52,1
4055.8,2,1,46,18.0,249476.77,1
3310.9,3,3,17,8.9,254658.94,1
2035.7,3,3,0,24.7,293640.09,1
601.7,1,3,19,2.8,36778.06,0
4531.0,5,1,21,38.1,316431.04,1
2430.7,3,3,7,4.0,187653.31,1
3205.3,4,2,37,10.4,166835.49,0
1375.5,4,3,0,28.6,124653.07,0
1138.8,5,2,42,9.8,150588.37,0
890.7,1,1,35,19.3,59305.98,0
4094.4,3,2,45,21.7,235691.03,1
3409.1,1,3,23,29.8,132363.95,0
3295.2,1,3,13,17.4,262678.11,1
4637.3,4,2,3,12.9,359651.4,1
1214.2,2,3,49,6.5,60407.56,0
1266.2,1,1,14,9.9,143460.0,0
1352.6,3,1,44,26.9,41324.06,0
2405.2,1,2,47,5.2,139867.24,0
4434.0,4,3,27,30.1,266587.96,1
4466.6,1,3,7,16.4,372431.02,1
3157.6,5,2,6,8.9,134509.99,0
3461.6,1,3,11,36.0,168047.01,0
4539.9,4,1,19,19.3,272070.9,1
3309.0,2,1,17,8.0,173735.41,0
1534.1,1,3,46,38.0,98016.71,0
3672.1,2,1,35,30.3,222666.74,1
3964.5,5,3,43,36.3,243669.31,1
3359.1,2,2,45,7.1,213857.66,1
1731.1,1,1,25,29.5,30000.0,0
2299.6,1,2,4,16.1,159762.66,0
2617.7,1,2,13,38.2,64652.23,0
1153.8,3,3,44,30.7,46409.87,0
2535.0,4,1,5,31.3,200716.51,1
1225.4,1,2,19,28.7,36073.39,0
2747.5,2,2,15,24.5,221326.34,1
728.6,2,1,11,12.3,30000.0,0
4768.4,5,3,34,8.3,322982.8,1
1608.6,2,1,15,8.7,89486.18,0
2601.6,2,2,42,21.7,190115.56,1
647.4,2,1,18,6.9,62029.95,0
1367.2,3,3,27,12.7,139242.19,0
3619.6,1,3,28,28.2,138695.63,0
1003.1,5,3,44,39.1,60382.4,0
3326.7,4,3,14,3.2,297323.81,1
509.3,3,2,42,39.1,82476.62,0
2592.5,5,2,41,11.6,157506.84,0
3746.0,4,3,21,9.2,214844.43,1
4668.3,4,2,16,6.2,340030.05,1
2717.8,5,3,22,18.0,201259.86,1
4282.4,5,2,15,20.6,389184.78,1
4111.7,1,1,20,39.3,173998.67,0
1831.0,4,2,48,37.1,128599.37,0
4436.3,1,1,18,18.9,173049.78,0
3381.3,1,2,10,29.3,210548.15,1
968.8,4,3,21,21.6,159340.4,0
4726.0,4,2,11,8.3,248535.54,1
1295.0,5,2,35,27.4,160802.58,0
2616.6,3,2,27,5.6,136473.71,0
2598.6,5,1,19,17.9,174602.32,0
3313.6,5,2,36,1.5,221107.78,1
3492.3,4,2,40,26.3,280201.87,1
1548.1,4,2,24,37.5,135318.39,0
2086.0,1,3,28,4.1,270331.87,1
1150.7,1,2,18,21.3,75741.06,0
1067.1,4,3,5,25.0,142997.83,0
4212.8,3,2,0,31.1,260755.97,1
3878.2,1,3,26,37.3,197130.31,1
2492.1,2,2,6,1.7,226411.32,1
931.6,2,3,28,38.8,64424.43,0
2524.6,4,1,33,38.1,145841.4,0
1825.1,2,2,40,31.9,79515.3,0
4000.6,3,3,28,6.3,298142.08,1
934.9,1,3,9,13.8,98512.02,0
2531.2,3,3,40,16.6,239361.97,1
3161.2,1,1,34,36.8,129682.4,0
4935.8,1,3,46,25.7,221680.21,1
903.2,5,3,23,38.1,120031.37,0
1012.8,3,1,16,32.1,54793.68,0
4946.2,2,1,7,4.1,283817.26,1
2325.3,4,2,35,13.1,148303.66,0
3846.7,5,2,9,13.8,367224.27,1
4025.6,1,3,6,27.8,270190.06,1
1915.5,3,1,12,33.6,109865.57,0
1464.4,3,1,8,13.0,129805.24,0
1742.4,2,2,27,31.2,30000.0,0
3939.8,5,3,17,15.3,296479.2,1
4282.2,3,2,37,12.7,338633.0,1
3647.8,4,3,26,16.9,184772.22,0
2485.5,4,3,25,35.8,151566.57,0
1681.5,2,3,5,11.6,164796.55,0
2413.6,2,3,18,12.4,133727.12,0
4615.4,2,2,3,13.6,254558.66,1
4384.4,4,2,43,31.0,284246.72,1
1955.2,4,3,8,22.9,232758.54,1
1975.7,4,2,9,15.1,197774.19,1
4009.9,2,1,38,25.5,221988.03,1
2419.6,1,3,45,4.0,229751.78,1
3077.3,1,2,32,7.3,210632.49,1
2400.4,1,1,12,18.4,97768.41,0
1590.5,2,3,44,35.4,162228.5,0
1349.8,3,2,12,38.3,102738.3,0
1127.9,2,1,43,23.2,39022.72,0
551.4,5,1,8,1.3,97379.33,0
1762.8,3,1,27,8.7,224222.93,1
1271.3,2,3,13,37.5,105029.47,0
1660.8,2,3,31,22.0,95046.75,0
841.1,4,2,0,17.5,118614.53,0
2037.0,5,3,34,15.4,147141.86,0
2839.8,3,1,18,22.4,237604.45,1
4750.6,2,1,12,26.1,300923.87,1
2061.8,5,1,34,39.6,199349.87,1
639.6,4,3,18,21.5,142959.55,0
2130.6,1,1,44,36.1,136139.49,0
4177.5,2,3,6,29.2,263867.93,1
2030.7,5,1,11,13.7,168697.85,0
1812.8,1,2,19,25.3,144922.79,0
4635.5,2,1,1,19.7,281511.05,1
1837.5,1,3,9,27.1,181322.68,0
4866.2,5,1,39,3.3,292932.26,1
4246.9,5,3,49,9.1,302541.1,1
3579.1,5,2,6,6.5,308493.04,1
3192.5,4,3,10,18.3,261941.71,1
1511.5,5,3,43,40.0,171041.95,0
3786.8,2,3,30,24.0,297384.11,1
2062.1,4,1,23,21.3,95391.29,0
2685.4,5,2,15,15.6,270489.06,1
968.3,5,2,47,2.7,90416.97,0
1832.7,5,2,49,22.8,151185.31,0
2881.0,2,3,40,1.2,187719.21,1
2606.2,1,2,18,17.5,104639.69,0
2045.8,4,1,18,1.9,123419.15,0
2623.7,5,1,18,21.4,254510.34,1
3852.2,3,1,44,26.7,118286.89,0
2567.0,4,2,15,9.5,186375.75,0
2777.7,4,1,44,37.2,68024.37,0
3655.2,1,1,1,35.6,163336.61,0
4287.3,4,1,31,30.8,205554.48,1
2870.9,2,1,17,8.0,65079.69,0
4766.8,4,2,10,19.8,254324.03,1
2090.5,2,1,32,7.6,158531.85,0
1636.5,2,3,30,33.0,100959.87,0
3618.9,2,1,43,4.7,212820.6,1
1290.9,5,3,46,5.9,151545.58,0
4549.9,4,1,48,3.7,356774.94,1
2239.6,1,1,43,19.6,155299.3,0
3641.7,2,2,9,22.7,287159.42,1
3065.8,2,2,43,36.6,243507.41,1
744.8,3,3,40,16.5,191120.55,1
3690.9,1,1,31,20.7,227376.05,1
4055.0,2,1,33,22.0,180360.97,0
4921.1,1,3,27,31.3,301505.9,1
2372.6,5,3,41,24.1,198445.01,1
2763.2,3,2,35,28.0,230247.61,1
4436.9,3,3,17,2.8,249059.97,1
1711.4,2,3,5,17.1,140178.05,0
1351.1,2,3,34,30.7,124660.64,0
1098.1,4,3,37,6.6,134049.55,0
4902.1,5,1,36,14.3,297401.5,1
1716.6,1,3,6,33.7,151756.11,0
3908.3,3,1,1,37.7,172627.19,0
2523.5,4,3,44,9.0,243650.31,1
1582.6,1,2,28,32.5,117760.39,0
4610.0,2,3,14,39.2,207172.28,1
2587.1,1,3,39,15.4,106269.39,0
3046.8,5,3,47,18.9,164390.39,0
1501.2,4,3,10,38.7,149067.56,0
1958.7,5,3,1,35.9,180922.26,0
3864.6,1,2,37,13.0,216219.2,1
2043.7,4,2,15,25.6,160398.26,0
2776.8,5,3,30,10.8,300487.19,1
1014.6,4,3,31,13.4,157383.62,0
4325.3,3,3,43,7.5,307093.32,1
3819.1,1,1,31,15.1,251972.41,1
3923.4,1,1,27,21.4,204231.2,1
1301.8,2,3,36,12.4,40047.39,0
2728.2,2,3,4,5.4,267546.17,1
623.9,5,2,13,4.2,170620.9,0
1917.9,2,1,12,28.7,47794.77,0
2066.1,4,3,45,2.1,217777.03,1
4611.6,2,3,38,39.9,284598.63,1
4967.5,4,1,5,27.1,327341.55,1
3279.9,1,2,11,37.0,153323.36,0
2825.5,1,3,15,25.9,117171.38,0
2480.4,2,2,24,23.8,168414.55,0
582.3,3,3,39,6.5,68772.02,0
4100.5,4,1,8,17.0,215205.15,1
3523.2,1,2,0,25.9,255542.18,1
3421.8,3,2,45,12.6,139417.0,0
4140.7,5,2,16,36.9,297711.84,1
4676.2,2,1,48,21.8,238772.56,1
2252.9,3,3,4,14.8,256330.92,1
2418.8,2,3,45,29.9,122253.54,0
4888.1,3,3,39,1.7,287679.59,1
3489.9,2,1,27,15.7,225542.49,1
4331.1,3,1,44,26.3,295518.33,1
1497.1,4,3,37,33.0,249723.41,1
1926.8,5,1,34,29.7,166478.91,0
2262.2,5,2,25,17.8,157269.59,0
1926.2,4,1,11,31.6,145435.65,0
4479.1,4,2,17,2.4,290804.0,1
2801.8,5,1,9,4.0,260997.77,1
4791.4,5,2,33,30.4,319084.32,1
1946.0,4,2,5,5.7,246029.53,1
667.6,4,1,3,19.9,145240.71,0
1121.3,3,2,33,15.6,96543.5,0
1476.8,5,2,13,24.7,215289.48,1
3379.9,1,1,46,19.9,170695.61,0
1314.9,5,1,5,31.1,115844.62,0
2216.7,5,3,31,1.4,318819.5,1
4079.2,1,1,28,35.7,181264.72,0
1061.4,1,1,46,18.9,99432.64,0
862.2,1,3,30,18.0,123648.14,0
2929.9,2,1,49,21.9,193879.33,1
3641.3,5,3,5,27.1,301222.85,1
4599.3,3,1,9,10.2,316526.72,1
3478.9,1,1,36,16.2,172157.22,0
4757.8,2,3,7,12.5,361847.92,1
1600.4,1,2,25,7.7,129161.44,0
2038.2,5,3,19,36.9,174631.25,0
4276.9,5,2,42,13.2,341452.69,1
4149.7,2,1,32,39.5,155012.43,0
3492.0,2,2,28,20.4,148126.52,0
2777.1,5,1,41,25.1,190801.18,1
579.7,1,1,48,15.5,30000.0,0
1762.0,4,3,18,17.3,228977.64,1
1212.5,3,1,9,33.5,144376.42,0
730.3,3,3,6,17.2,77093.95,0
3992.4,4,2,20,29.8,251584.52,1
1090.9,3,1,12,2.9,80910.64,0
2108.4,1,3,19,2.2,146304.88,0
4898.6,5,2,46,4.8,233083.05,1
2341.2,5,1,38,36.6,137136.41,0
1136.8,1,1,45,18.6,58315.48,0
3603.9,3,3,31,35.6,239007.01,1
4144.7,2,2,24,19.8,255072.88,1
1756.2,5,1,7,33.9,153047.81,0
4142.1,3,1,16,34.9,286791.71,1
1721.8,5,3,5,1.1,330800.6,1
3619.0,4,2,42,27.5,243271.95,1
1061.6,5,1,37,20.2,68567.15,0
2425.2,2,3,13,38.7,123446.53,0
2842.2,1,1,33,16.4,30000.0,0
3763.8,5,1,47,17.4,214752.96,1
3425.1,4,2,49,16.2,160448.92,0
4340.0,5,3,8,31.4,280515.5,1
1329.3,4,2,16,31.8,156490.39,0
3475.6,1,2,33,22.6,137917.81,0
1074.9,1,1,19,7.3,48190.39,0
2651.4,5,3,23,26.6,193104.43,1
2860.5,2,2,42,10.4,101150.93,0
622.7,1,3,18,39.8,50375.47,0
816.6,1,1,23,24.8,56781.58,0
4276.7,1,3,30,2.4,229012.04,1
1790.5,3,2,1,1.6,117012.54,0
2057.7,3,3,0,38.5,238532.79,1
3381.8,4,3,36,13.5,374201.68,1
1493.2,5,3,16,20.9,153419.44,0
1367.9,3,3,38,1.4,183702.73,0
2396.9,2,1,18,38.6,100101.88,0
765.5,1,2,4,35.8,95846.37,0
4626.4,5,3,42,7.6,355821.01,1
4730.5,4,3,30,4.2,361683.13,1
2516.9,1,3,25,21.2,203405.82,1
1441.6,1,1,8,25.1,30000.0,0
2617.6,2,2,18,18.8,207139.24,1
949.7,5,1,20,21.0,84901.42,0
2290.1,2,2,1,2.7,267968.5,1
831.5,4,3,38,13.8,64195.33,0
3677.7,4,3,32,11.3,240097.77,1
1740.7,1,1,35,9.8,40748.77,0
2843.0,4,1,7,24.9,310018.55,1
560.9,5,2,26,14.9,159763.15,0
2860.9,1,3,20,31.4,234236.62,1
514.7,5,2,19,8.9,133292.21,0
4663.4,3,1,41,7.3,263665.47,1
2755.2,2,2,38,5.6,205786.33,1
950.3,5,1,49,35.5,132569.38,0
2034.7,1,1,23,23.3,30000.0,0
707.3,5,3,48,21.8,75510.96,0
2889.0,4,1,6,4.9,238233.97,1
1050.5,4,1,12,1.8,162799.39,0
2629.0,1,2,46,32.6,51491.12,0
1874.8,5,1,43,2.8,211925.94,1
3927.1,3,3,6,10.4,209719.72,1
2670.1,4,2,47,8.1,131328.6,0
4316.8,2,2,38,1.9,188658.54,1
4736.1,5,2,6,19.0,405231.91,1
4862.9,5,2,49,4.0,348438.41,1
1670.9,5,3,44,24.2,112070.73,0
3954.1,5,3,17,5.0,299655.06,1
2471.5,2,3,44,33.5,159325.82,0
2417.8,5,1,23,31.7,199220.56,1
4407.0,1,1,24,34.6,205989.91,1
1155.5,1,2,13,3.1,144709.5,0
2650.1,5,3,5,32.3,244994.52,1
3168.0,4,3,46,28.3,285643.0,1
797.6,4,2,5,17.9,137522.45,0
4390.3,5,2,10,31.5,255546.23,1
1914.5,5,1,19,12.6,162436.34,0
3455.7,5,1,18,22.0,171266.53,0
4676.4,5,2,16,3.8,279266.29,1
3738.9,3,1,43,25.8,216109.87,1
4487.0,1,3,47,38.9,228726.62,1
813.0,4,1,36,10.3,154727.23,0
2717.3,1,3,13,22.4,214530.16,1
3041.7,5,3,19,38.6,250677.15,1
3600.7,4,2,27,22.9,107979.71,0
1025.9,1,3,31,16.1,97473.71,0
3455.6,1,3,6,6.5,231678.33,1
1157.0,2,2,35,19.9,108981.48,0
804.3,4,2,11,17.6,89710.69,0
2611.9,3,1,8,29.3,140529.05,0
3201.7,2,1,34,4.8,222053.56,1
4811.5,1,1,40,30.9,234320.84,1
3643.8,4,1,38,15.4,260410.59,1
3161.3,4,1,47,32.4,129944.45,0
1465.5,1,1,26,37.2,34776.99,0
1184.2,3,1,38,20.6,63940.31,0
3232.7,3,3,11,5.9,298223.85,1
1503.3,1,1,30,4.1,139560.42,0
3679.7,5,1,10,34.8,246353.16,1
1015.1,1,2,14,36.0,30000.0,0
2028.4,5,3,5,8.4,210644.74,1
3978.9,3,1,41,36.4,166700.08,0
4239.7,2,2,30,18.0,200723.92,1
2053.6,3,2,15,3.9,223877.82,1
1430.2,2,3,16,18.6,133966.22,0
4811.9,4,3,4,23.7,363122.29,1
3924.8,4,1,41,14.2,210113.77,1
4131.8,4,2,39,20.4,245102.66,1
1502.4,5,2,20,7.8,158683.75,0
2410.0,3,1,15,12.2,179035.18,0
806.9,5,1,9,2.3,135360.07,0
992.3,1,2,14,18.5,104690.57,0
1494.3,2,2,13,4.0,152195.97,0
1864.6,5,1,25,9.4,215446.05,1
4987.3,1,2,43,12.3,231031.95,1
2399.4,4,1,47,34.6,116444.83,0
3640.4,1,2,32,36.2,120585.93,0
4570.0,3,3,10,36.1,247635.78,1
1607.3,1,2,28,1.9,76095.02,0
1151.2,5,1,7,7.6,135985.39,0
1594.7,4,1,23,37.7,30000.0,0
4470.9,5,3,25,7.9,302563.05,1
3495.6,2,3,20,7.9,214552.56,1
2531.0,1,3,26,34.1,102069.06,0
4191.3,2,3,35,19.4,294422.58,1
1565.3,3,3,37,39.9,133071.9,0
1576.3,1,3,38,18.9,34232.5,0
3052.5,5,3,6,39.2,318382.64,1
4055.3,5,1,18,9.5,202012.25,1
1668.0,2,3,16,16.2,95346.92,0
1445.2,1,1,0,30.4,40726.37,0
2632.9,1,1,17,38.3,240618.36,1
1103.9,1,2,32,22.3,30000.0,0
3865.2,3,1,4,23.4,315638.48,1
3098.0,5,3,30,38.7,216944.21,1
2806.4,2,1,22,20.1,170150.44,0
4425.2,4,1,23,5.1,313547.98,1
3796.5,1,2,40,27.3,93115.35,0
1171.7,1,3,26,38.8,39674.37,0
2391.9,5,1,1,19.0,156635.58,0
1945.7,2,1,36,19.6,117912.81,0
4109.3,4,3,48,21.3,269507.96,1
3735.7,2,3,16,4.6,402535.04,1
2624.0,5,3,43,30.0,246122.98,1
4206.4,1,1,8,2.0,173172.03,0
2345.3,5,3,0,28.6,207217.76,1
4116.0,4,1,38,1.8,316501.09,1
644.3,3,2,11,25.7,67316.74,0
1105.8,2,1,29,2.2,30000.0,0
3901.9,2,3,35,29.8,345334.96,1
1014.8,1,1,47,32.6,78413.24,0
3576.9,2,2,16,33.0,198562.05,1
3756.1,5,2,33,37.3,210282.93,1
3479.9,5,1,11,32.6,285777.3,1
4182.0,3,3,26,5.4,323165.79,1
2802.3,3,3,38,1.6,181012.16,0
4536.7,1,2,5,7.7,141633.37,0
3062.7,5,3,29,26.6,197953.44,1
2785.4,4,3,33,39.1,144661.59,0
2792.2,5,3,46,9.2,213797.16,1
4604.4,4,3,46,3.0,382015.26,1
1596.6,3,3,14,5.9,133747.72,0
3627.7,3,3,49,3.5,313692.36,1
1591.8,5,2,38,32.2,90747.32,0
914.8,2,3,43,20.7,119170.04,0
4791.8,2,3,24,12.6,206887.96,1
1083.8,3,1,7,10.9,182806.88,0
3587.9,1,1,12,39.3,181428.72,0
2410.5,5,2,28,2.8,285637.91,1
4267.0,3,2,30,3.4,332274.4,1
3979.4,4,2,35,23.1,364570.43,1
1147.0,3,2,38,17.5,113749.41,0
2605.2,1,2,42,14.8,169019.92,0
623.9,5,1,1,19.3,53557.2,0
2432.9,1,1,30,36.4,112503.21,0
3651.0,2,2,19,10.0,233731.62,1
1544.7,2,3,2,25.5,168480.01,0
4145.2,1,2,29,3.1,202398.8,1
739.2,1,1,28,16.7,74776.07,0
655.5,1,1,30,1.9,92467.0,0
623.5,2,1,33,1.4,56951.49,0
1760.1,4,1,49,38.3,157527.44,0
2602.0,3,2,22,34.3,193885.63,1
983.5,3,2,9,13.0,52446.97,0
4985.3,4,2,5,39.2,384532.5,1
4998.0,3,1,18,18.9,275060.83,1
2839.1,5,3,24,25.6,220378.86,1
3056.0,4,1,16,11.8,127264.6,0
4670.6,2,1,27,22.8,367186.89,1
3964.1,2,3,1,10.0,304476.78,1
1255.8,2,1,33,27.6,30000.0,0
4066.2,1,3,27,7.8,241448.87,1
1539.2,2,1,43,25.1,94496.2,0
2436.1,3,1,2,26.5,233343.6,1
2896.3,3,3,7,19.1,158556.61,0
3726.5,5,3,34,16.7,294094.16,1
1175.7,1,2,17,20.7,30000.0,0
842.8,2,1,27,4.0,30000.0,0
4397.6,5,3,45,29.2,139988.53,0
4220.6,2,1,24,5.4,280175.54,1
2854.7,2,2,7,1.5,150935.77,0
3480.6,4,1,5,5.7,185061.53,0
3736.9,1,3,6,19.8,178346.61,0
2644.4,2,3,47,9.3,218139.72,1
1657.5,2,3,0,1.9,150500.58,0
2666.3,4,1,24,3.3,93061.97,0
4778.6,4,2,30,4.6,347039.15,1
4270.2,1,2,24,15.9,283095.61,1
2595.0,4,2,35,10.4,165995.9,0
1515.1,5,3,40,14.9,162946.48,0
4503.3,5,3,49,30.8,245251.4,1
3372.1,4,3,46,17.3,231415.48,1
2321.3,3,3,7,20.1,113517.54,0
1002.5,3,2,42,17.0,105878.45,0
3882.9,4,2,48,1.7,187635.13,1
1926.4,5,1,36,11.6,120952.14,0
3228.4,1,1,32,2.4,116043.15,0
3063.3,3,3,7,5.9,207178.12,1
3648.3,1,2,44,2.2,230573.22,1
2919.3,4,1,16,22.8,149928.64,0
3336.9,5,2,27,15.5,292693.31,1
866.9,5,2,8,33.4,149976.15,0
3493.8,3,3,17,2.0,232452.36,1
1373.9,4,1,40,25.9,117679.43,0
2263.9,2,2,33,38.0,75396.61,0
2806.4,3,2,6,5.2,237480.76,1
3590.9,1,3,8,11.6,221193.01,1
3840.9,4,2,18,26.3,218473.51,1
3672.2,1,1,20,9.6,220988.75,1
928.0,2,1,10,35.1,112894.62,0
2241.1,2,1,0,28.9,30000.0,0
1763.0,3,3,35,13.6,73589.16,0
2292.9,1,2,16,33.4,131055.3,0
3410.9,1,1,47,39.6,139302.66,0
1368.1,1,3,48,39.9,30000.0,0
2759.4,2,3,9,24.5,254941.31,1
4481.9,1,2,16,34.2,219166.91,1
3790.1,4,2,17,28.7,343054.2,1
3764.1,3,1,29,26.0,202189.92,1
4319.2,1,1,11,12.5,256318.58,1
2296.6,2,2,0,25.9,145006.49,0
3917.7,1,3,24,29.9,202924.25,1
764.2,5,2,10,10.8,88173.98,0
753.9,3,1,32,26.1,119332.98,0
1993.1,3,2,19,38.5,44515.75,0
1385.8,4,1,0,28.8,106529.14,0
2833.4,5,2,9,2.3,246490.55,1
1324.4,1,1,47,22.8,51267.61,0
4890.1,4,2,7,6.4,381365.3,1
4330.0,3,2,30,15.6,219500.14,1
4921.4,2,3,36,12.0,300959.23,1
4134.9,5,2,19,29.3,305188.49,1
4780.0,2,2,26,3.7,251382.67,1
2156.5,3,3,29,8.4,196016.29,1
2740.6,3,1,4,12.6,176964.2,0
1579.1,3,1,34,13.2,216470.81,1
3361.1,3,2,27,10.3,344239.95,1
4047.0,4,1,27,2.4,272971.35,1
2744.3,2,1,15,11.9,148760.2,0
1833.7,5,1,11,33.4,104296.2,0
2784.5,5,3,2,30.7,250565.95,1
783.0,3,1,46,13.0,94722.99,0
3745.0,2,2,47,13.5,183824.03,0
2532.2,3,3,1,37.2,212547.87,1
4542.1,3,3,12,24.3,393348.39,1
4654.6,5,2,37,31.7,330722.31,1
