study_hours,attendance_rate,assignments_completed,participation_score,parent_education,final_score,top_student
19.0,74.7,1,3.1,3,1210.74,0
42.3,93.8,15,7.1,4,7703.14,1
3.1,94.1,13,0.5,5,3101.61,0
22.2,92.6,15,4.4,3,5282.8,1
5.2,90.7,18,0.7,2,2594.54,0
25.9,86.3,16,2.1,4,3906.45,1
21.5,65.1,14,5.7,3,3932.78,1
23.9,62.3,3,6.7,5,4056.89,1
48.2,53.3,6,9.5,1,5033.93,1
12.5,76.8,16,6.5,1,4558.62,1
15.3,55.7,0,6.0,1,3952.51,1
43.3,62.5,19,5.5,5,4984.61,1
25.3,92.5,19,1.3,4,3533.78,0
4.0,64.2,14,6.9,5,8278.25,1
22.6,51.8,16,1.7,3,3189.17,0
26.2,66.1,7,1.1,1,1309.0,0
11.2,87.6,9,4.6,3,4079.61,1
22.9,75.8,5,6.2,3,3122.49,0
5.8,71.9,8,6.3,5,5120.8,1
9.4,51.3,19,5.2,3,3532.72,0
36.2,95.1,7,4.7,4,2380.44,0
32.7,75.7,15,6.6,5,5352.74,1
25.9,52.2,6,3.1,4,1647.44,0
45.6,53.8,6,6.3,5,5167.72,1
26.6,53.3,6,9.1,2,5992.21,1
20.4,67.4,9,4.4,5,5062.67,1
31.6,72.7,10,3.9,5,2411.92,0
6.8,71.4,1,7.7,1,4123.49,1
10.2,85.8,9,7.6,5,6358.75,1
13.8,86.6,9,6.4,4,4801.69,1
30.3,77.9,5,7.6,2,5664.0,1
37.5,57.2,1,2.4,2,1145.21,0
33.8,65.3,15,6.8,2,4394.58,1
49.7,78.7,3,2.5,2,1285.62,0
8.8,95.0,16,9.8,3,7360.66,1
45.4,90.9,4,3.8,3,2922.53,0
18.2,59.6,6,8.9,5,7214.63,1
20.4,87.8,7,3.2,4,2341.43,0
2.7,78.7,3,7.3,4,5345.73,1
2.3,83.9,1,1.4,4,1657.78,0
31.5,51.7,12,4.2,1,2211.92,0
24.2,72.2,1,1.1,2,2705.42,0
3.3,74.5,13,1.0,2,1652.09,0
14.2,64.4,9,3.7,3,4416.0,1
36.9,51.2,6,8.3,4,5160.01,1
19.2,53.3,1,0.1,3,1812.47,0
4.6,83.8,4,9.7,3,7641.4,1
43.3,67.4,6,7.2,3,4386.45,1
49.1,71.6,19,9.0,2,7207.54,1
35.9,52.9,15,1.6,5,3271.53,0
39.4,84.7,7,5.8,2,3915.2,1
38.7,90.2,4,9.0,1,5120.88,1
11.1,60.8,13,1.5,3,2795.43,0
12.7,71.8,18,2.6,3,4450.89,1
0.0,78.9,15,4.6,4,946.84,0
45.3,61.9,0,4.0,3,324.72,0
2.9,83.3,6,7.7,2,5227.0,1
14.3,79.6,15,4.9,3,4104.99,1
11.0,54.9,17,8.7,5,7526.26,1
8.4,87.8,15,1.5,3,2796.73,0
20.0,69.6,2,0.8,1,1493.38,0
6.0,61.6,9,6.7,5,5613.18,1
43.5,84.9,9,7.7,1,4136.11,1
27.2,84.0,15,1.0,4,3431.77,0
24.9,97.6,17,1.2,4,2185.13,0
23.7,91.7,1,4.8,4,3455.63,0
49.2,51.3,7,8.4,3,6122.11,1
20.9,93.2,9,7.8,4,5466.64,1
3.1,85.9,13,6.5,3,6488.96,1
31.6,64.4,10,4.1,5,4134.5,1
36.0,67.2,13,1.3,2,3960.55,1
8.8,63.5,6,8.9,4,6968.23,1
13.3,75.9,11,2.8,4,2766.0,0
34.3,96.0,16,6.9,1,3283.74,0
41.3,58.8,2,3.5,5,4324.47,1
27.6,59.5,11,6.9,2,4882.5,1
36.1,65.8,0,4.3,3,1679.75,0
47.2,85.3,2,2.7,5,2606.84,0
20.6,88.3,12,7.8,4,4600.2,1
1.4,91.7,13,0.6,1,1607.81,0
2.9,60.4,1,9.8,3,5826.45,1
42.5,56.6,9,5.7,5,4113.15,1
42.4,69.1,9,4.6,1,3290.33,0
41.3,56.3,7,9.6,1,5903.03,1
7.4,91.6,10,7.3,3,5483.77,1
25.4,76.3,16,7.9,1,5624.18,1
3.3,90.3,11,10.0,1,6865.69,1
25.1,82.0,4,2.1,3,1131.17,0
36.5,67.9,11,7.5,3,6989.92,1
37.2,78.2,2,3.8,1,2490.34,0
8.8,54.9,2,2.6,3,0.0,0
44.0,77.0,12,5.7,1,2821.52,0
27.3,81.5,13,7.8,4,7161.17,1
7.9,83.5,4,0.5,2,925.25,0
45.8,81.7,19,5.1,5,5297.54,1
34.9,75.8,16,0.5,1,1784.94,0
30.7,84.9,9,5.7,2,4584.28,1
0.6,66.6,14,6.1,5,5305.22,1
24.6,78.2,10,8.0,1,6323.02,1
48.0,98.2,18,2.7,3,2846.45,0
47.6,59.4,2,8.6,3,4665.91,1
6.4,97.2,13,2.7,4,4561.63,1
40.5,52.5,18,9.5,1,5648.57,1
8.9,71.0,6,7.4,3,4289.97,1
24.1,93.0,18,8.7,3,6990.94,1
15.6,62.2,6,9.8,4,6387.76,1
40.5,97.6,16,7.9,4,5450.94,1
35.5,97.4,2,0.1,3,2443.45,0
34.7,81.7,16,6.0,1,2258.19,0
46.2,96.1,10,4.9,4,3705.51,0
0.6,60.4,9,1.3,2,2713.82,0
27.2,53.6,17,8.2,4,5178.05,1
43.1,84.4,15,8.3,1,6075.84,1
13.9,53.1,16,9.7,5,5780.76,1
49.7,78.4,3,3.7,2,2980.39,0
38.6,73.4,8,8.2,5,6014.07,1
46.7,77.0,13,5.9,1,5614.34,1
40.8,51.3,13,1.5,2,1768.51,0
5.2,86.4,3,1.4,2,1526.9,0
12.2,64.2,2,3.9,5,2567.07,0
22.9,84.8,0,0.8,2,2315.03,0
33.0,79.5,5,3.3,4,2905.7,0
23.9,55.2,19,7.8,3,6410.27,1
40.0,74.0,19,1.0,2,2342.17,0
33.2,58.4,6,5.2,5,4344.73,1
8.9,76.2,3,4.4,5,3305.76,0
23.9,58.2,17,6.5,4,3868.52,1
7.2,54.1,13,6.9,2,3871.88,1
35.0,54.5,1,1.2,5,4024.47,1
22.7,69.0,1,9.7,4,5440.83,1
38.9,88.1,3,7.6,2,3834.78,0
33.2,81.8,14,3.1,1,3183.25,0
15.9,95.9,13,9.8,2,6268.79,1
7.8,91.3,10,5.4,4,5585.69,1
0.7,76.2,14,5.4,4,5977.27,1
6.0,56.7,8,5.9,4,5085.71,1
6.1,91.7,14,5.7,4,4856.6,1
0.8,72.0,15,9.7,1,5715.45,1
28.4,93.6,16,6.8,2,4034.82,1
33.2,65.0,1,7.6,2,5339.9,1
10.4,80.0,6,2.6,5,3866.98,1
40.3,90.4,17,8.5,4,5179.71,1
19.1,86.4,7,0.7,5,1334.2,0
34.9,70.1,9,2.4,4,3441.6,0
37.2,96.2,6,4.1,5,3543.83,0
8.2,76.8,18,3.6,3,4082.55,1
43.5,98.4,3,4.6,4,4574.85,1
38.0,61.2,13,9.9,5,9416.94,1
48.3,86.3,14,8.7,1,7747.23,1
44.2,61.6,15,7.4,1,3361.26,0
41.4,75.7,12,4.7,2,2102.9,0
49.9,77.9,4,7.6,1,4215.55,1
47.8,97.1,13,3.4,4,2757.13,0
3.6,72.7,15,4.8,5,5032.19,1
3.4,88.0,8,7.8,2,5341.25,1
23.1,86.1,15,8.0,2,4386.48,1
36.6,66.2,11,6.1,1,3985.38,1
5.3,72.9,0,8.9,2,5909.45,1
7.3,80.9,8,9.6,1,5565.33,1
35.2,89.7,11,1.0,2,1562.89,0
1.3,58.0,16,0.8,4,1787.07,0
45.9,51.1,6,2.6,2,3021.2,0
46.2,56.6,13,2.6,2,2268.32,0
13.0,79.4,1,8.2,3,6005.12,1
46.5,70.2,13,4.4,1,2937.59,0
49.4,92.6,16,6.0,4,5209.65,1
20.4,75.1,13,2.7,1,2514.68,0
49.6,92.3,3,4.7,4,4427.21,1
40.2,76.1,4,2.4,3,2081.78,0
17.5,50.4,6,3.2,3,4220.18,1
22.8,95.0,10,6.9,5,4958.35,1
14.1,94.2,19,7.1,4,3060.19,0
3.0,71.7,10,2.6,2,3245.8,0
15.3,99.0,6,1.5,3,2679.67,0
16.4,89.1,3,5.3,4,5706.48,1
15.7,57.8,6,4.8,2,4276.29,1
0.9,72.7,4,9.6,2,5427.64,1
29.4,60.4,8,3.1,5,1744.18,0
7.0,95.8,19,8.2,5,7180.38,1
36.1,95.7,18,4.6,4,807.21,0
34.0,60.8,13,8.8,3,4558.44,1
46.3,97.3,1,8.6,4,3718.53,0
7.2,95.2,18,1.4,3,1265.73,0
29.0,74.7,10,8.9,3,5794.37,1
42.8,66.3,11,9.9,5,6525.78,1
25.9,58.6,18,0.9,2,1888.53,0
26.6,85.2,15,1.2,1,1570.1,0
19.7,80.9,18,5.0,4,5150.2,1
18.2,84.5,14,5.5,4,4305.02,1
25.5,69.8,14,0.9,4,1702.46,0
12.2,60.4,16,2.0,2,2659.47,0
41.1,61.4,15,1.8,4,2296.25,0
22.4,76.4,18,7.9,4,5612.46,1
43.3,65.1,6,8.0,4,7112.46,1
47.1,94.5,9,7.6,5,5047.82,1
37.8,81.3,6,3.3,2,3081.54,0
42.9,69.8,2,9.6,3,5428.74,1
7.6,56.2,2,1.4,4,1541.21,0
13.4,58.1,15,5.5,1,3806.33,0
39.6,87.6,9,7.6,5,4292.88,1
5.2,50.2,8,2.0,3,1588.85,0
42.4,58.6,14,9.8,5,5964.89,1
8.3,94.4,13,8.2,3,5716.76,1
36.7,66.6,9,0.3,3,1714.24,0
21.5,63.1,16,1.0,3,2061.41,0
41.5,56.9,2,2.0,2,2864.77,0
49.5,64.5,16,1.4,2,2648.56,0
7.0,70.3,15,4.9,2,2864.62,0
7.6,72.2,10,1.9,5,1185.47,0
10.2,73.6,15,8.1,5,7087.34,1
16.3,88.8,8,6.2,2,2385.01,0
34.2,72.6,0,7.7,4,5433.76,1
20.1,67.5,4,2.9,1,2239.31,0
18.8,98.8,5,1.0,4,0.0,0
20.1,76.0,13,6.1,4,4850.89,1
19.4,87.5,16,3.0,5,3152.9,0
18.4,74.2,7,4.7,4,4237.1,1
46.1,75.1,16,0.1,4,1337.93,0
7.4,98.3,8,5.1,5,4488.48,1
8.0,89.3,5,9.5,5,6701.06,1
31.7,72.8,14,2.2,2,2646.86,0
49.0,80.7,11,9.5,1,7098.06,1
6.2,70.6,2,6.5,4,3802.88,0
10.9,84.1,0,6.2,5,5016.94,1
2.3,80.8,12,2.4,1,1393.62,0
38.4,84.9,16,4.6,5,4261.78,1
3.9,98.7,5,8.7,1,5907.22,1
45.7,70.8,12,0.1,3,0.0,0
23.9,57.0,11,0.8,1,2743.98,0
22.2,57.0,12,9.5,1,5545.87,1
13.1,77.8,13,0.8,5,4141.92,1
23.4,57.6,8,8.9,4,6561.75,1
1.0,55.0,11,4.4,2,4060.53,1
7.8,96.1,0,6.3,1,4003.34,1
44.8,95.8,10,7.6,2,5751.67,1
48.5,65.4,10,6.2,3,4503.13,1
5.7,80.6,15,5.4,1,3900.77,1
38.1,73.9,9,1.2,3,2560.16,0
2.4,83.1,10,0.5,1,85.51,0
19.2,87.4,1,3.3,4,3566.56,0
27.1,78.5,7,8.1,5,5415.85,1
25.5,75.3,12,6.4,1,2568.91,0
4.5,88.8,1,6.4,5,4923.7,1
0.8,98.0,10,8.2,3,3702.13,0
8.0,84.2,18,4.5,4,4349.04,1
18.5,74.1,18,9.0,3,5362.51,1
32.8,81.0,10,7.5,5,5982.64,1
6.7,96.5,4,0.6,5,0.0,0
20.8,61.5,16,7.8,1,6283.87,1
6.1,73.0,10,5.5,3,6346.67,1
9.1,78.3,1,7.7,1,3820.89,0
12.4,59.0,17,6.9,2,4662.08,1
48.2,72.4,19,4.5,1,3899.31,1
15.2,95.4,0,7.5,2,4401.91,1
27.3,87.9,2,6.7,3,5111.56,1
11.6,64.8,17,2.2,3,1966.28,0
13.0,52.0,18,2.7,5,4250.99,1
26.9,94.7,13,4.9,4,4436.28,1
3.5,79.2,19,8.5,1,4239.88,1
15.3,61.3,8,2.2,4,1195.02,0
48.7,84.1,5,1.5,5,2084.11,0
44.9,54.4,18,1.7,3,2892.82,0
37.9,74.5,9,0.5,4,2160.95,0
32.0,83.2,5,9.3,1,6356.05,1
37.4,54.0,5,1.3,2,2065.83,0
49.7,67.0,5,4.3,2,4952.16,1
12.4,64.9,11,4.2,3,3187.74,0
37.9,96.2,1,9.2,4,4548.45,1
3.7,51.2,3,6.8,4,5939.24,1
28.3,65.0,6,1.7,2,1305.88,0
39.7,53.6,18,4.4,2,4910.23,1
47.0,85.2,17,4.5,3,3868.8,1
8.2,59.1,15,5.3,3,2882.17,0
46.0,97.9,10,0.8,4,2371.29,0
6.3,67.5,5,5.5,3,3474.85,0
22.9,95.4,3,1.1,3,1923.05,0
21.1,99.1,13,5.8,4,4651.52,1
8.6,57.1,14,7.1,4,4564.91,1
15.0,78.9,17,5.7,1,3040.43,0
34.7,85.3,11,5.8,4,3489.91,0
1.6,74.3,16,5.3,5,5571.79,1
7.6,62.6,14,6.1,2,6376.82,1
12.7,79.1,17,3.8,4,2850.33,0
22.4,71.8,4,2.7,4,2816.84,0
22.1,86.6,5,2.0,2,1959.74,0
38.6,91.9,17,9.2,3,6758.07,1
15.3,63.1,17,2.2,4,2786.61,0
18.2,95.5,12,3.3,1,2786.07,0
45.5,85.5,8,6.2,4,5753.79,1
13.8,69.7,5,3.9,5,5951.97,1
15.6,92.1,7,5.2,1,2396.62,0
9.0,93.7,11,0.8,2,2317.57,0
21.3,66.3,6,2.3,1,2340.89,0
19.5,54.9,15,2.7,4,3194.6,0
4.0,82.5,19,1.8,5,2434.6,0
29.3,69.1,15,2.2,2,2580.69,0
9.3,54.9,12,2.3,4,2622.28,0
2.2,94.3,2,6.0,5,4389.57,1
25.6,51.5,10,3.7,1,1705.89,0
49.1,63.4,1,6.5,3,3935.02,1
17.8,68.5,17,5.3,5,3990.84,1
3.3,81.1,15,8.6,3,4134.36,1
38.6,92.7,9,7.9,5,6661.01,1
31.7,74.4,15,8.3,1,4655.76,1
23.2,51.9,15,5.6,5,3838.06,0
23.1,92.4,3,9.7,1,5465.45,1
45.4,91.4,2,3.8,2,4212.47,1
32.0,66.9,11,5.9,1,3360.34,0
0.9,95.6,12,7.1,5,5709.75,1
17.6,87.6,16,5.5,1,3851.85,0
17.4,89.8,14,7.1,2,4830.1,1
30.7,95.1,3,8.0,2,4424.81,1
44.8,73.5,1,6.7,4,3318.23,0
1.7,83.9,2,1.0,3,0.0,0
14.7,88.5,7,2.5,3,242.28,0
23.7,59.9,19,3.0,2,1577.68,0
20.1,59.1,1,1.9,4,966.66,0
49.4,72.6,17,3.9,1,2824.4,0
12.2,73.7,10,7.5,5,6793.98,1
8.9,76.9,6,1.8,1,1083.5,0
31.3,88.8,11,8.1,5,6631.95,1
3.9,77.6,4,9.7,4,5861.12,1
44.5,54.1,0,3.0,5,2445.54,0
49.9,85.5,15,7.4,4,5637.21,1
24.7,56.3,2,7.2,2,3899.01,1
0.9,58.4,18,4.1,4,4313.65,1
32.0,80.5,11,7.2,4,5169.77,1
19.2,59.8,12,1.6,3,3213.82,0
12.6,79.7,9,1.1,4,2241.76,0
0.7,53.5,3,1.3,1,1663.2,0
39.6,85.0,5,4.2,3,3134.31,0
1.5,78.0,1,2.7,2,1823.4,0
32.0,95.7,6,5.6,2,3971.16,1
2.2,76.4,0,1.3,1,1597.01,0
19.5,71.2,16,8.9,2,7065.58,1
17.7,82.2,10,2.1,2,2982.51,0
28.5,63.6,11,5.4,5,3632.57,0
37.3,74.9,15,6.2,5,4285.7,1
6.6,93.4,15,0.4,1,795.74,0
36.7,82.6,1,2.8,1,1219.22,0
18.4,60.1,12,7.8,4,7026.44,1
0.5,71.2,17,0.9,3,1399.37,0
46.0,95.0,7,9.8,3,6178.35,1
21.0,98.0,8,0.8,3,2963.72,0
10.0,82.5,16,9.6,2,6008.71,1
22.7,63.8,6,8.7,2,3333.19,0
33.3,76.1,17,7.1,4,6067.97,1
48.4,69.2,15,1.4,1,2756.86,0
6.1,66.2,17,9.0,5,6022.64,1
12.3,54.1,2,3.9,5,4585.05,1
29.4,55.7,9,0.8,2,2381.13,0
47.1,89.9,19,4.5,3,4022.46,1
30.9,76.9,17,4.4,2,3742.94,0
44.6,60.4,11,6.9,1,5530.69,1
32.7,84.6,3,4.1,4,3963.66,1
48.0,86.9,2,8.4,1,5943.3,1
34.7,97.6,0,8.8,3,5425.98,1
28.2,78.7,19,0.8,2,2454.18,0
31.9,81.3,19,2.6,2,1849.62,0
23.9,77.8,1,2.9,5,2065.66,0
26.6,79.7,7,8.3,2,6461.89,1
14.4,67.3,12,1.3,5,3106.66,0
8.9,71.8,17,1.2,5,3030.25,0
34.2,72.5,6,5.0,1,2409.63,0
12.3,73.0,10,5.4,1,1827.88,0
38.9,75.2,9,2.0,3,2762.08,0
34.8,81.9,3,3.1,2,2262.23,0
8.0,60.7,17,4.8,2,4555.19,1
48.9,77.3,14,9.1,1,6363.18,1
40.5,60.5,7,3.2,5,3394.48,0
48.5,99.3,11,4.7,5,4228.85,1
20.0,96.9,0,1.3,4,2621.47,0
47.5,50.4,19,3.7,3,3016.35,0
28.3,53.3,11,7.8,1,3778.79,0
12.1,75.0,14,2.1,3,3639.51,0
18.2,84.0,4,3.8,3,3673.98,0
49.7,51.6,13,1.7,4,1729.41,0
23.7,61.5,2,7.3,2,5263.73,1
32.0,91.3,3,1.4,3,1251.2,0
32.1,67.6,18,0.3,1,3304.56,0
35.6,56.8,17,1.0,3,2056.34,0
30.2,50.2,2,7.2,1,6619.81,1
13.4,83.2,9,7.3,3,4667.38,1
49.7,75.7,18,7.3,4,5523.3,1
8.5,60.6,9,1.5,4,2641.07,0
31.8,94.3,5,4.7,1,2917.27,0
32.8,82.3,18,8.2,3,5057.56,1
31.2,66.4,16,1.6,2,790.19,0
14.7,74.3,5,0.9,3,404.25,0
45.6,69.7,12,4.9,3,5070.78,1
33.9,90.7,19,3.3,3,3090.7,0
40.4,97.7,11,9.6,2,7796.15,1
18.2,73.4,10,3.4,5,2550.56,0
5.3,64.6,18,0.9,5,2453.73,0
27.8,57.2,4,4.3,3,1777.14,0
25.8,64.9,4,3.1,3,3538.08,0
2.5,96.4,0,9.6,5,6767.24,1
49.9,59.4,18,6.5,4,6597.59,1
8.6,89.8,14,10.0,5,5777.0,1
14.8,83.0,8,9.4,5,6174.94,1
48.5,73.8,9,9.9,1,5376.8,1
1.7,55.9,14,7.5,3,4873.1,1
49.5,92.1,9,6.1,3,2796.94,0
24.1,72.6,14,0.5,2,2401.53,0
17.0,68.6,12,0.7,2,2606.29,0
21.5,97.9,8,8.7,3,6358.02,1
46.3,95.9,13,0.8,5,1557.44,0
10.4,85.5,9,6.5,4,5478.55,1
37.4,77.2,3,7.4,5,4775.62,1
29.1,71.4,1,0.5,2,945.31,0
31.1,97.2,3,7.9,4,5197.33,1
40.3,70.4,12,9.5,2,6188.26,1
9.0,69.1,10,6.5,3,3883.86,1
46.8,66.2,10,4.0,2,2499.04,0
37.3,91.6,3,0.6,3,1443.3,0
39.7,83.0,17,2.5,3,2003.5,0
21.7,72.2,19,2.6,5,4093.84,1
3.0,94.3,15,8.3,4,4506.04,1
10.6,82.1,18,4.4,2,3305.88,0
12.7,66.2,13,5.4,3,4767.04,1
24.2,55.9,10,1.2,2,1326.61,0
26.1,99.9,12,6.8,5,6825.55,1
46.5,76.2,9,7.1,3,5403.46,1
35.1,90.7,12,7.4,4,6023.39,1
33.5,92.7,14,4.5,4,2597.47,0
24.2,87.6,19,8.0,2,6146.14,1
29.8,60.5,9,4.2,1,2105.8,0
0.9,98.4,8,2.9,4,4930.65,1
39.7,80.9,6,5.0,1,3325.39,0
6.9,68.8,16,9.5,1,5459.45,1
14.1,57.8,19,4.3,1,3356.81,0
11.7,59.8,1,2.5,3,2702.71,0
50.0,87.7,15,1.9,2,1746.17,0
30.8,96.8,4,5.9,3,3093.85,0
9.5,71.8,10,1.9,3,1994.95,0
39.4,68.2,1,6.1,2,3540.34,0
13.0,77.2,14,4.3,1,3579.98,0
24.3,92.1,18,4.3,1,2741.54,0
16.1,78.5,0,7.6,1,5357.92,1
49.1,56.9,5,9.6,2,6341.71,1
13.9,58.3,12,1.4,1,1020.32,0
1.5,84.7,4,8.7,4,5620.49,1
46.8,60.5,12,4.9,2,4459.7,1
35.1,74.3,9,9.3,3,6075.1,1
36.3,57.5,8,6.1,1,3321.83,0
46.0,81.4,7,3.0,1,2971.7,0
6.1,59.6,18,2.8,1,2193.08,0
35.1,67.9,6,2.5,3,1432.85,0
45.4,57.7,6,8.6,5,5429.91,1
38.3,66.8,15,1.6,5,4017.93,1
19.9,59.1,13,2.7,4,3155.71,0
13.6,69.7,11,1.0,3,599.11,0
6.8,95.0,6,4.1,4,1804.31,0
36.6,88.2,8,3.7,2,2084.12,0
28.1,81.6,0,3.0,3,1695.93,0
28.2,59.7,12,0.2,2,304.12,0
8.9,62.7,11,2.6,5,1825.44,0
29.9,99.8,8,8.7,4,5903.02,1
42.1,66.1,0,2.0,1,707.31,0
39.2,73.1,7,2.7,5,5007.62,1
11.6,51.9,3,3.4,2,2762.66,0
10.7,78.2,11,5.7,4,7348.02,1
38.4,63.5,8,1.7,5,3292.13,0
35.1,95.6,2,6.1,3,3173.37,0
33.4,96.0,8,1.1,3,2535.75,0
36.9,58.6,18,7.6,5,5739.24,1
48.1,79.0,4,4.2,1,2909.53,0
24.3,88.6,4,5.9,3,4158.37,1
4.3,93.2,12,6.1,5,5458.72,1
34.1,99.1,9,7.3,3,4394.81,1
24.7,69.3,2,3.7,4,837.05,0
25.6,59.3,14,3.0,5,3492.18,0
11.6,86.7,18,1.4,2,2009.6,0
28.6,52.2,15,3.4,3,2700.01,0
41.5,72.2,11,8.7,5,5810.27,1
43.0,91.0,18,4.9,1,6179.65,1
4.6,50.4,19,9.3,3,5608.27,1
12.0,91.7,14,5.1,5,3062.58,0
28.6,78.0,7,6.8,2,4629.76,1
37.9,54.0,8,0.4,4,916.41,0
8.3,71.0,3,7.9,2,4303.36,1
11.3,93.6,2,7.3,4,5124.58,1
13.0,60.5,10,9.0,2,4838.31,1
45.4,56.7,11,7.1,2,6679.76,1
30.6,83.4,5,1.9,2,1684.99,0
49.9,79.6,17,5.7,1,6178.03,1
45.7,96.6,17,2.7,3,4382.59,1
9.6,91.3,8,3.0,4,2056.35,0
45.4,60.5,6,7.7,1,3997.36,1
17.7,69.8,11,2.2,4,2379.45,0
25.3,72.7,13,9.7,1,6111.05,1
48.0,55.3,0,3.5,5,5287.02,1
24.3,62.6,10,4.9,3,4090.89,1
16.5,58.8,3,7.1,5,4087.02,1
21.0,71.2,5,1.4,1,1263.54,0
26.3,69.0,7,9.3,4,4267.61,1
15.8,93.3,13,8.8,2,5652.07,1
49.3,95.4,1,9.2,4,4941.88,1
36.6,74.6,14,9.9,2,6393.13,1
0.2,94.3,10,8.9,2,6338.15,1
21.3,97.2,14,5.9,3,4016.87,1
47.7,57.5,7,3.3,1,3529.7,0
10.3,87.3,4,1.4,1,721.34,0
25.2,55.4,15,9.1,3,7358.06,1
13.9,94.3,6,3.2,5,4154.4,1
43.1,80.3,2,4.0,2,0.0,0
46.6,62.9,17,3.7,3,3919.63,1
20.1,79.9,16,5.5,1,3814.55,0
35.3,78.2,17,4.2,4,2599.37,0
35.3,92.0,19,3.5,2,2856.87,0
46.6,94.3,0,0.0,1,3357.22,0
28.5,94.1,16,1.5,5,3786.99,0
6.1,80.0,17,2.6,4,2546.89,0
29.7,96.1,14,3.3,1,3371.73,0
13.5,57.0,19,7.0,4,2869.52,0
2.8,61.7,12,9.0,3,7010.73,1
11.5,56.0,12,1.2,5,3353.88,0
9.9,56.4,16,10.0,5,7676.52,1
15.2,73.8,3,7.1,5,4357.93,1
49.5,57.6,9,0.7,5,1799.82,0
37.9,55.6,1,7.5,3,3824.38,0
46.3,53.4,11,8.0,3,6594.1,1
16.6,86.0,4,3.2,4,2202.41,0
41.3,56.6,0,4.5,2,4463.27,1
27.4,90.4,3,8.4,5,5365.05,1
10.9,96.0,11,1.8,2,1962.42,0
4.7,64.3,11,0.7,5,3120.39,0
46.5,57.8,13,2.0,5,3707.2,0
47.3,75.9,9,5.9,5,5063.09,1
8.9,57.4,9,9.3,3,4672.15,1
36.8,68.9,17,8.1,3,4264.23,1
45.3,74.1,7,0.3,5,2309.64,0
10.0,57.8,14,1.2,3,1991.72,0
9.7,51.2,3,0.4,4,2623.88,0
17.6,84.1,17,6.3,1,3639.39,0
17.8,77.0,13,1.0,5,1515.59,0
31.4,82.3,11,5.9,2,4859.72,1
28.8,61.6,5,2.9,3,2899.7,0
11.9,80.3,15,0.1,4,1569.19,0
22.6,96.1,3,3.7,5,3509.78,0
47.6,70.8,4,2.1,2,473.63,0
12.8,89.5,8,6.9,5,4624.91,1
2.5,84.0,4,6.9,3,4208.05,1
23.7,91.6,12,5.9,1,6504.16,1
24.5,92.3,1,6.5,2,3915.81,1
1.9,63.4,3,7.3,4,5624.13,1
8.0,75.2,9,3.4,5,4000.45,1
14.0,79.3,15,5.5,4,4009.98,1
8.5,50.9,7,5.7,5,2389.02,0
31.8,59.1,0,9.9,3,4478.04,1
28.2,52.4,10,3.5,2,2261.41,0
14.9,61.8,17,5.7,5,3991.4,1
41.2,94.3,0,1.6,2,1783.01,0
4.7,62.8,5,4.9,2,4133.61,1
5.3,99.5,5,9.6,3,6716.9,1
25.7,97.3,2,9.7,4,6505.15,1
6.6,66.3,3,1.2,4,1801.39,0
1.6,56.3,10,2.4,4,2584.46,0
34.6,99.7,11,2.9,3,2598.56,0
18.3,80.9,7,3.8,1,1996.1,0
38.8,95.1,8,5.7,3,5370.21,1
22.8,85.5,1,0.7,5,2385.11,0
32.7,82.6,12,8.5,1,5709.89,1
3.8,95.9,11,8.3,3,6611.86,1
4.6,71.9,3,3.1,4,3681.48,0
35.4,73.6,1,5.3,3,4074.96,1
20.2,83.9,4,0.6,4,1994.39,0
21.1,92.6,2,8.0,2,2720.43,0
33.6,81.7,9,2.8,1,1809.89,0
21.2,63.1,13,4.4,5,5691.62,1
30.8,74.7,4,1.6,5,2507.6,0
18.4,61.2,17,0.4,4,1323.81,0
27.7,93.3,2,0.3,2,82.72,0
4.2,92.3,2,6.8,1,6177.26,1
47.5,57.9,12,3.7,4,3940.06,1
4.1,52.2,6,1.4,1,1937.01,0
15.0,95.6,15,6.5,2,2745.04,0
19.0,68.3,14,1.4,5,2067.58,0
25.3,52.2,1,2.1,1,919.04,0
49.5,67.0,8,2.1,4,1420.04,0
19.2,82.7,4,8.6,3,5824.74,1
47.5,64.4,12,6.1,2,2703.39,0
42.0,70.7,10,8.9,2,6686.46,1
44.5,56.8,1,1.7,5,2348.29,0
11.2,53.6,19,4.3,4,2390.28,0
31.0,93.5,4,5.0,3,3178.69,0
4.9,52.2,15,5.4,1,4527.0,1
29.7,63.2,7,9.4,5,6425.99,1
22.3,69.5,5,8.4,5,6885.38,1
44.3,88.5,11,1.8,3,1395.66,0
33.7,97.4,4,0.0,3,1284.85,0
6.3,78.5,15,7.4,3,5461.77,1
31.7,86.6,1,3.0,2,3204.36,0
7.2,67.5,6,0.8,3,3902.06,1
40.7,74.9,9,2.4,3,1471.06,0
11.1,61.9,10,0.2,3,786.96,0
10.4,74.5,16,6.3,3,5323.6,1
31.2,91.0,12,3.3,1,2156.6,0
12.8,97.8,17,7.8,1,2913.84,0
14.3,98.0,0,3.5,5,4107.52,1
25.6,50.9,16,2.9,2,849.7,0
15.4,82.6,16,1.0,4,2981.55,0
6.0,70.7,18,0.0,5,1050.87,0
14.5,82.1,0,5.8,2,3153.44,0
12.8,55.7,2,2.2,4,1632.26,0
12.6,60.7,14,0.0,5,1302.81,0
12.7,90.5,14,0.6,3,1466.26,0
42.5,92.9,18,4.8,3,3228.12,0
