years_experience,education_level,age,performance_score,city_tier,salary,high_earner
3.9,5,36,9.43,2,66541.34,0
13.3,2,24,6.34,2,87493.98,0
21.2,2,52,1.61,2,94542.82,1
8.2,3,55,5.32,2,60164.91,0
13.3,2,40,3.22,3,78351.99,0
6.3,4,44,3.81,2,62954.72,0
3.8,2,59,1.6,1,22409.8,0
25.9,1,31,6.88,2,114107.51,1
9.7,2,56,1.91,1,54993.63,0
12.7,4,23,1.65,3,90292.21,0
13.6,2,51,2.05,1,59550.59,0
8.5,3,50,3.77,3,48025.21,0
8.5,4,21,7.41,1,63260.4,0
7.6,3,51,8.51,3,80344.32,0
21.5,4,38,6.41,3,139027.2,1
28.2,1,28,1.88,1,127868.57,1
3.8,1,48,7.67,3,20000.0,0
5.3,2,44,7.43,2,53699.79,0
6.9,4,35,1.94,1,74072.53,0
28.7,4,57,5.91,1,149814.79,1
13.5,5,38,9.2,1,111767.41,1
11.7,3,31,0.47,2,63501.93,0
7.2,1,55,2.9,3,36564.52,0
25.9,2,45,6.86,3,133584.32,1
22.6,4,27,9.24,1,157217.27,1
17.6,5,55,1.73,2,128109.46,1
29.7,3,43,8.02,3,157301.63,1
17.5,5,56,6.49,2,124541.34,1
10.2,3,31,9.54,1,96889.61,1
16.8,4,20,2.82,2,111477.33,1
12.0,5,31,4.05,1,108307.35,1
22.6,4,48,7.65,3,141053.57,1
4.4,3,51,3.74,3,46602.17,0
16.3,2,59,0.07,1,88571.85,0
18.2,2,30,0.21,3,88857.99,0
24.1,1,38,9.64,2,135224.69,1
6.5,1,38,3.3,3,52918.54,0
26.3,5,42,5.22,2,138149.98,1
1.8,2,36,2.73,3,20000.0,0
12.4,5,47,2.68,1,109425.38,1
6.7,5,36,8.72,1,63207.99,0
3.0,3,57,4.27,2,41784.9,0
4.0,4,49,8.49,2,66978.43,0
19.1,5,45,4.97,3,130574.01,1
24.3,4,22,6.73,1,152425.49,1
9.4,2,57,1.88,1,48352.86,0
5.2,1,23,8.73,3,54949.2,0
13.5,5,21,3.33,1,91330.13,0
21.8,5,20,3.71,2,140181.51,1
28.7,3,51,8.53,3,158654.3,1
24.7,5,47,4.24,1,136937.3,1
23.3,5,43,1.17,3,135307.66,1
30.0,3,57,8.28,2,170487.84,1
14.2,1,53,0.86,1,80435.39,0
21.3,4,25,0.68,1,116987.37,1
24.5,3,30,8.11,1,143667.68,1
12.3,4,53,7.79,3,101078.89,1
16.7,2,26,0.46,1,78436.89,0
14.2,4,58,7.25,2,90091.62,0
8.9,5,35,5.8,3,70631.99,0
19.8,4,32,7.93,1,121528.27,1
27.9,3,53,3.82,1,147058.24,1
11.3,4,23,6.76,2,78999.41,0
27.7,4,22,4.92,2,146208.97,1
23.0,1,39,6.94,3,113353.6,1
6.1,5,55,0.13,1,75682.1,0
24.6,1,45,9.64,2,131478.4,1
21.2,2,50,4.7,1,88620.0,0
2.9,3,23,1.34,3,33979.2,0
17.4,3,25,9.12,1,122998.22,1
12.3,3,37,4.66,2,78389.63,0
22.7,4,32,3.62,3,132710.55,1
15.2,1,32,8.82,2,92096.12,1
11.0,5,43,2.45,1,91530.1,0
12.4,4,49,9.83,2,101380.92,1
12.9,5,53,1.41,1,97967.03,1
0.3,4,45,5.19,3,36569.37,0
20.1,2,49,7.37,2,99278.22,1
3.3,5,21,5.04,3,63403.5,0
22.5,5,53,3.44,2,133431.4,1
22.9,1,22,4.67,2,99809.46,1
8.1,5,51,8.89,1,93111.49,1
12.8,4,27,0.75,3,81517.17,0
27.4,3,34,5.02,2,152958.63,1
17.9,5,54,2.03,1,118589.65,1
10.5,4,51,8.95,2,96103.68,1
13.4,1,58,3.06,1,41454.08,0
27.5,2,53,6.72,3,141123.02,1
1.0,5,57,1.46,2,40096.75,0
18.4,3,46,4.05,2,101081.02,1
3.8,3,22,8.35,2,58801.03,0
0.3,5,44,3.12,1,48379.06,0
20.6,2,59,4.26,3,94689.83,1
29.0,3,56,8.84,3,166304.72,1
27.1,4,48,8.63,3,162803.41,1
11.5,1,20,8.17,1,84039.13,0
12.4,4,43,8.58,2,90388.55,0
14.0,3,23,9.57,1,86548.92,0
7.7,1,28,9.89,3,40068.56,0
17.4,1,42,9.6,2,89043.04,0
29.0,5,51,9.32,1,165141.79,1
10.5,5,57,4.32,1,102115.82,1
5.7,3,37,4.77,2,61059.49,0
1.7,4,41,7.46,2,35914.76,0
4.1,1,48,7.33,3,40305.52,0
25.7,3,45,5.22,2,143875.48,1
12.7,5,25,3.9,1,82859.67,0
2.9,3,42,8.32,2,36523.25,0
4.8,2,45,7.17,1,27152.9,0
23.8,1,49,1.12,3,79555.68,0
11.2,4,39,7.13,3,84691.1,0
16.0,3,23,1.26,3,85405.69,0
17.5,3,41,6.46,1,97469.17,1
14.9,3,57,7.44,1,99759.97,1
6.1,3,34,6.9,3,70610.18,0
19.4,5,43,0.67,3,128574.84,1
5.9,1,30,8.14,3,57508.47,0
16.3,2,32,0.93,2,89900.4,0
18.3,4,34,0.03,3,111296.17,1
6.2,2,43,3.39,1,32634.75,0
16.9,2,23,3.95,2,83114.97,0
4.0,3,45,1.67,3,48470.65,0
26.0,1,22,6.03,1,125056.26,1
26.5,4,59,6.4,3,147299.76,1
14.9,3,38,8.44,1,98512.9,1
29.4,5,33,2.98,1,154695.69,1
24.9,3,37,6.48,3,119320.99,1
2.7,5,22,7.87,3,77636.84,0
28.1,5,26,5.3,1,156795.79,1
14.4,4,55,1.0,1,94490.91,1
25.0,4,21,9.84,2,143771.88,1
7.5,1,43,7.29,1,61873.12,0
3.9,2,48,9.25,3,21815.98,0
7.9,2,33,6.87,3,76890.15,0
15.9,3,44,7.6,2,108039.27,1
3.2,1,42,8.79,2,32723.82,0
25.7,2,43,9.6,1,119936.35,1
24.5,3,31,9.61,3,142250.81,1
6.1,3,35,5.42,3,58870.96,0
4.1,1,51,1.27,2,20000.0,0
11.4,3,27,3.98,3,75938.07,0
5.7,4,54,2.64,2,64724.47,0
12.4,2,56,5.84,2,64447.59,0
29.0,5,55,9.44,1,206248.43,1
9.8,3,24,2.25,1,61246.75,0
1.9,5,25,0.24,1,32134.13,0
10.8,2,39,5.23,3,74168.78,0
14.6,5,55,8.52,3,112403.1,1
27.0,4,45,3.15,1,127200.31,1
21.2,3,28,1.89,1,112111.46,1
8.8,5,32,6.45,1,77868.86,0
4.8,1,35,6.4,1,20487.46,0
23.4,5,40,0.38,2,149921.41,1
0.6,3,56,0.91,1,20000.0,0
14.8,1,36,7.85,1,74365.57,0
17.2,1,42,2.25,1,72255.04,0
13.9,1,23,0.04,1,55366.69,0
26.5,4,22,7.82,2,148728.25,1
24.7,4,44,4.04,1,134217.48,1
3.2,3,42,1.37,1,34556.85,0
17.2,2,35,9.77,2,120772.5,1
5.0,5,23,9.95,2,88963.8,0
21.5,3,50,1.69,3,98136.24,1
5.7,2,20,9.79,3,59074.68,0
27.4,2,41,5.22,1,139893.16,1
4.7,1,20,3.15,1,20602.23,0
16.4,4,23,6.55,2,132482.8,1
16.5,5,43,7.12,3,112819.5,1
17.0,5,34,1.51,3,129978.01,1
5.1,3,25,2.33,2,43591.51,0
6.0,2,46,8.3,3,39647.76,0
24.9,2,33,1.69,3,110973.44,1
4.3,5,51,7.64,1,76212.49,0
28.1,1,31,7.78,2,123685.69,1
8.5,4,35,0.27,3,52772.57,0
23.7,2,25,7.12,2,115146.72,1
23.7,1,36,1.2,3,99609.2,1
29.7,4,52,2.39,3,158248.19,1
2.1,5,39,6.67,1,54494.72,0
28.0,3,35,9.02,1,152397.92,1
2.8,1,37,1.18,2,23135.56,0
16.1,3,58,6.37,1,89141.53,0
11.7,5,26,0.22,3,92526.77,1
5.6,4,49,1.31,3,47911.31,0
15.5,1,24,1.81,2,69965.71,0
4.3,1,53,8.07,1,43664.07,0
20.1,3,26,8.86,1,126408.01,1
3.3,3,48,2.55,1,45097.78,0
24.6,2,39,9.93,1,126773.28,1
16.8,5,51,4.87,2,130829.29,1
8.8,4,35,5.07,2,68297.12,0
12.0,3,52,0.65,2,80365.73,0
20.0,1,59,9.34,3,105285.73,1
29.2,5,45,3.02,1,169571.6,1
11.3,2,43,6.83,3,67437.01,0
26.5,5,32,1.0,1,140790.06,1
25.7,1,39,7.75,3,123829.36,1
5.9,1,20,4.82,1,54429.1,0
4.1,2,31,7.09,3,73697.35,0
9.1,5,37,1.37,1,66376.79,0
29.7,4,54,5.4,1,174906.82,1
25.8,1,59,5.92,2,116609.1,1
17.0,1,55,0.67,2,77716.37,0
24.7,5,52,6.28,3,155175.66,1
20.0,3,48,3.01,1,121121.36,1
15.2,3,33,7.94,2,114662.5,1
25.6,3,48,9.4,3,123808.59,1
25.2,3,44,0.06,1,121828.87,1
7.8,1,25,6.62,3,53272.67,0
23.8,2,32,3.8,3,117641.99,1
17.2,3,47,3.92,2,108026.4,1
11.1,4,29,6.59,3,80820.88,0
23.0,2,26,8.46,3,98935.09,1
20.5,2,32,9.61,2,114852.2,1
22.1,5,52,3.8,1,116820.74,1
18.3,2,46,7.2,2,99689.14,1
29.5,4,20,6.79,2,157241.43,1
21.6,1,30,5.16,1,98168.21,1
19.9,4,49,0.85,3,106341.7,1
26.5,1,33,5.27,1,130707.91,1
3.3,3,30,0.35,2,29550.42,0
11.3,2,22,0.61,3,63240.98,0
19.8,5,45,2.97,3,125454.56,1
14.3,3,56,9.14,2,112432.26,1
13.0,4,27,7.28,3,92902.27,1
21.1,3,24,7.68,2,114883.1,1
12.3,3,45,6.85,1,87648.92,0
1.2,2,46,2.8,1,20000.0,0
14.3,4,54,0.88,2,88830.58,0
7.1,5,59,8.58,1,86513.48,0
7.8,5,23,6.82,2,84323.28,0
0.6,3,24,9.99,1,52781.55,0
17.8,1,49,6.01,3,91913.16,1
25.7,4,52,7.67,2,164392.48,1
0.3,5,45,8.62,1,60971.46,0
16.7,2,32,2.1,1,102729.0,1
21.3,1,54,1.23,2,94279.09,1
26.2,4,47,1.72,2,127987.14,1
22.9,1,22,2.01,1,92119.8,1
8.2,3,57,4.12,3,62478.6,0
26.8,1,36,9.99,3,129240.68,1
2.5,1,27,2.83,2,28079.13,0
11.7,5,46,6.08,2,81461.15,0
0.8,1,34,1.72,2,20000.0,0
8.6,1,51,3.08,1,60210.57,0
20.0,1,33,7.38,2,103882.34,1
7.5,1,44,6.14,2,62158.76,0
11.1,2,57,0.1,3,48922.74,0
3.3,2,53,6.33,2,28874.96,0
3.6,1,58,1.48,1,25749.62,0
22.2,2,23,5.11,1,114112.85,1
6.8,1,27,0.67,3,44742.09,0
15.6,2,28,3.09,2,76413.0,0
8.5,3,42,0.02,1,47350.74,0
17.0,5,48,5.0,3,107941.94,1
2.7,1,43,4.26,1,26194.51,0
18.5,3,50,5.51,3,108815.83,1
27.9,2,52,0.36,3,114188.16,1
18.2,3,39,7.69,2,115872.8,1
12.3,4,21,5.75,1,93049.85,1
10.4,5,41,7.2,1,99476.64,1
5.2,4,36,8.39,1,77701.34,0
29.7,2,50,8.04,1,157009.09,1
11.8,4,24,2.35,3,81325.48,0
19.9,3,53,6.0,3,114722.37,1
19.5,1,58,1.72,3,79986.47,0
18.1,4,20,2.57,1,113311.0,1
21.9,4,44,5.07,1,146434.28,1
24.0,2,39,7.72,2,138786.95,1
24.0,1,35,1.1,3,97376.72,1
17.4,1,38,2.84,1,73443.65,0
8.1,4,39,1.26,2,57471.42,0
10.3,3,58,8.35,1,89371.15,0
10.2,2,31,4.71,1,49541.4,0
26.1,2,36,8.02,3,130201.65,1
15.8,2,34,5.34,2,83354.0,0
20.5,4,22,1.31,3,120496.39,1
28.9,3,40,6.35,2,159605.66,1
12.6,4,28,9.08,1,107037.39,1
13.4,4,39,8.9,3,95678.51,1
21.6,5,28,8.43,2,148524.1,1
5.6,2,20,8.93,2,45173.59,0
20.5,4,33,3.8,2,111254.87,1
15.9,5,27,1.69,1,88649.61,0
16.7,3,50,1.35,1,84286.57,0
14.3,5,54,8.85,1,120826.82,1
15.1,2,24,6.1,2,97336.95,1
21.3,3,35,0.84,3,86404.04,0
16.6,2,40,1.25,3,75284.87,0
9.8,5,51,7.18,2,98317.31,1
19.3,5,53,4.0,3,124880.47,1
15.6,1,52,1.91,3,58889.1,0
15.8,1,43,3.53,2,79767.91,0
4.3,5,32,3.84,1,81895.26,0
11.8,1,36,4.32,2,63312.76,0
10.7,3,48,7.98,1,65700.32,0
25.8,2,53,5.38,2,131462.3,1
5.1,2,24,3.6,2,37509.85,0
13.0,3,55,1.19,3,72745.0,0
8.7,5,40,1.03,1,78119.67,0
29.6,4,26,2.44,2,146938.91,1
13.6,1,46,5.68,1,80843.43,0
18.0,3,23,6.19,3,106070.7,1
6.3,4,36,2.95,3,49503.41,0
19.3,1,37,2.99,2,90696.35,0
17.5,5,58,4.78,3,120466.77,1
16.8,1,28,0.44,1,72155.06,0
22.4,1,26,8.58,1,116453.26,1
27.0,3,50,7.62,3,134669.99,1
15.6,5,22,0.65,1,114160.29,1
12.4,5,23,0.68,1,62100.25,0
25.7,2,25,5.95,2,127970.4,1
25.0,2,47,3.19,3,120088.12,1
9.8,2,22,2.46,3,39348.89,0
23.0,4,20,2.12,2,120956.1,1
16.3,4,49,4.77,2,107081.81,1
7.5,4,46,6.71,1,78852.51,0
25.9,3,47,4.38,1,129671.5,1
21.8,2,26,3.57,2,99632.71,1
3.2,1,23,7.37,2,23761.33,0
8.7,4,43,2.71,1,89355.09,0
13.5,3,54,0.86,3,62993.8,0
6.6,5,39,4.33,2,85667.92,0
7.8,5,42,7.19,2,87698.81,0
26.0,1,59,9.31,1,135257.86,1
0.4,2,33,7.42,2,26971.73,0
3.3,5,48,9.17,1,80474.43,0
22.1,4,47,1.43,2,128684.05,1
9.0,2,41,0.12,2,51707.3,0
27.7,4,25,6.58,2,161984.97,1
4.3,1,45,9.84,2,45975.32,0
25.1,2,37,2.35,2,122832.48,1
0.2,2,25,5.44,3,36337.92,0
18.2,1,23,5.53,3,68644.72,0
24.6,1,47,4.36,1,100573.57,1
15.4,1,29,6.05,3,89789.38,0
27.7,5,21,1.92,1,163887.36,1
18.1,1,35,3.84,3,100245.71,1
8.5,4,31,9.51,2,86976.28,0
26.9,2,47,6.2,1,126242.78,1
0.6,3,20,6.93,3,36244.57,0
15.2,1,23,2.92,2,76532.58,0
6.3,3,21,0.3,1,42289.01,0
28.9,1,56,8.74,3,135427.64,1
28.0,3,53,6.3,1,153035.33,1
11.3,4,43,9.52,1,94369.49,1
28.4,3,59,2.79,1,163786.84,1
27.2,5,29,5.55,1,146385.39,1
11.2,2,32,4.39,2,76567.73,0
15.8,5,36,8.07,2,103739.75,1
4.3,4,36,5.07,1,46940.09,0
3.9,5,23,1.2,2,81577.1,0
19.8,1,52,8.77,3,123002.9,1
8.1,2,37,8.17,1,63384.65,0
27.7,1,49,4.54,2,142707.63,1
10.9,4,28,0.38,2,97354.16,1
26.7,1,39,1.79,1,100681.14,1
7.4,4,20,1.8,1,82507.42,0
8.8,3,40,6.59,1,72952.7,0
10.7,5,59,5.63,2,118175.96,1
4.5,3,33,7.46,3,77298.56,0
18.6,3,44,7.59,1,98385.61,1
18.4,3,59,6.68,3,96933.66,1
23.2,5,35,0.2,1,136903.61,1
2.2,4,39,3.02,2,47241.77,0
1.0,4,54,9.35,1,55980.4,0
14.0,3,26,5.81,2,76296.42,0
7.0,4,50,3.19,1,56398.53,0
5.1,3,51,5.95,3,67806.0,0
29.1,2,50,1.63,3,140728.7,1
20.4,1,31,4.18,2,95710.32,1
18.5,1,47,2.97,2,82257.93,0
14.0,3,50,3.16,1,103212.92,1
4.3,1,20,9.46,2,33190.73,0
28.2,2,27,9.18,1,152478.6,1
10.9,3,57,3.71,2,63974.98,0
23.8,2,21,7.39,3,131048.72,1
3.8,1,29,3.72,3,22324.53,0
26.1,4,28,0.09,2,148609.46,1
25.2,3,46,2.49,2,149560.95,1
21.8,1,52,2.4,3,102400.05,1
26.9,3,55,8.93,1,139990.86,1
19.9,5,43,0.02,2,114374.1,1
16.5,2,40,9.42,1,96621.04,1
7.3,5,47,8.01,1,86621.6,0
29.1,2,21,5.46,2,120391.88,1
15.4,1,24,8.61,1,82508.82,0
18.2,1,26,0.03,3,79001.04,0
19.1,4,52,7.3,3,114838.08,1
1.7,3,34,5.55,1,38532.62,0
4.1,5,39,5.44,3,69899.22,0
14.6,2,33,6.46,2,81111.96,0
28.8,4,51,5.31,2,160672.49,1
1.8,5,22,1.48,2,43816.12,0
5.9,1,35,7.38,2,39062.75,0
28.2,5,36,7.58,2,168575.76,1
6.0,1,46,2.0,3,33318.9,0
10.0,1,55,8.62,3,57752.05,0
28.3,1,21,3.05,3,106825.73,1
10.2,3,31,1.59,1,66194.87,0
10.9,5,41,8.75,3,88887.0,0
4.0,3,31,6.66,3,33177.71,0
23.2,4,42,0.32,1,116710.95,1
16.7,2,46,9.3,3,93768.85,1
28.9,3,35,6.74,2,160036.85,1
16.1,4,50,6.69,3,108799.6,1
25.0,3,45,8.04,3,132570.05,1
11.2,4,48,6.27,3,84936.74,0
27.5,2,51,5.22,2,112205.41,1
15.5,1,29,8.74,3,86379.78,0
26.3,3,29,4.29,1,132363.11,1
29.5,3,59,3.75,1,161623.94,1
1.9,1,36,7.58,3,37834.46,0
8.6,4,33,3.94,3,89528.34,0
15.4,1,37,4.96,1,82418.44,0
28.2,3,55,6.71,3,149766.17,1
23.7,1,35,2.42,2,111149.94,1
3.0,2,56,4.71,2,34979.96,0
18.1,1,29,7.48,1,99891.16,1
3.0,5,32,5.5,3,59250.96,0
20.0,3,33,0.51,1,121460.85,1
1.8,3,24,0.19,3,20000.0,0
12.9,5,54,2.24,3,89449.21,0
3.9,2,38,7.47,2,30305.4,0
5.0,1,24,1.36,2,31397.44,0
28.5,5,36,4.79,3,172850.08,1
3.6,3,59,3.67,3,32665.5,0
13.7,2,39,6.12,1,62607.51,0
20.5,2,28,6.08,1,99635.44,1
6.4,3,57,1.47,1,51573.43,0
29.5,1,51,8.32,2,119323.19,1
16.1,5,51,8.26,1,108157.96,1
29.2,5,51,9.96,1,174580.17,1
21.0,4,48,1.75,2,120713.66,1
21.9,3,56,7.84,2,128615.44,1
21.0,2,47,4.44,1,103877.41,1
10.9,3,56,7.87,3,86495.47,0
18.9,1,57,8.91,2,90270.24,0
4.4,5,24,8.06,1,69002.34,0
27.3,2,58,6.98,3,138497.98,1
12.8,3,53,6.1,1,98155.88,1
29.1,3,22,8.58,1,152968.97,1
8.2,5,56,4.58,2,79738.44,0
21.8,3,56,6.48,1,138109.18,1
2.0,1,26,6.85,2,46406.36,0
8.0,1,21,3.76,1,49085.67,0
12.2,1,25,6.43,2,55932.67,0
1.9,1,43,7.61,1,34793.74,0
24.0,1,45,7.58,1,115423.72,1
13.7,4,23,9.01,2,91367.39,0
22.7,4,51,0.61,1,121206.07,1
10.4,3,38,4.95,1,61302.46,0
28.0,3,58,0.76,3,142508.86,1
21.1,4,23,7.47,1,134349.62,1
8.3,2,20,7.29,1,42931.22,0
6.7,4,55,6.1,2,46735.22,0
3.5,4,31,4.63,3,57524.61,0
29.1,2,56,5.5,3,138277.92,1
8.2,2,37,8.58,1,63225.25,0
27.5,2,53,1.28,2,122910.58,1
19.2,3,50,5.87,2,112883.12,1
23.2,3,47,7.2,3,112891.11,1
0.9,2,22,1.42,1,20000.0,0
3.9,4,26,4.75,2,49608.04,0
1.6,4,44,7.27,3,33278.09,0
14.4,2,41,0.1,2,89054.0,0
6.9,1,42,6.39,2,33378.96,0
29.3,3,44,4.08,2,160800.71,1
21.9,3,20,9.85,2,132250.39,1
10.2,3,56,0.14,2,58140.73,0
15.3,3,24,9.22,1,107298.6,1
23.0,2,24,9.06,2,122032.13,1
26.9,1,34,6.46,3,124962.24,1
14.8,4,44,1.83,3,97389.58,1
16.8,5,50,1.87,3,106736.17,1
6.9,4,40,0.07,3,62771.57,0
5.4,1,59,1.36,2,53612.47,0
20.4,4,27,7.42,1,114085.88,1
18.5,4,28,2.67,3,129338.3,1
28.6,1,21,1.44,1,127745.56,1
10.7,2,30,2.29,2,50675.81,0
0.8,2,23,0.27,2,20000.0,0
15.6,4,21,4.59,3,103910.63,1
2.5,4,29,4.33,2,44239.57,0
1.8,1,24,4.87,2,27980.04,0
4.4,4,40,5.46,2,53348.18,0
17.4,2,48,5.69,2,109933.25,1
3.2,3,46,9.3,1,45422.68,0
12.3,1,41,0.61,3,62116.35,0
7.2,2,51,9.99,2,60614.86,0
25.1,2,30,7.78,3,128964.41,1
23.4,1,48,7.56,2,112633.7,1
13.3,2,25,3.23,3,69493.76,0
19.4,3,29,2.23,2,98648.96,1
28.3,1,26,8.79,1,125361.87,1
19.1,4,55,8.24,2,135825.13,1
27.7,1,26,3.74,3,119113.93,1
10.5,2,43,9.09,3,80754.31,0
29.7,1,38,7.37,1,126288.1,1
0.6,1,35,9.35,3,20000.0,0
1.3,2,50,7.07,1,24944.65,0
16.5,2,30,7.39,1,92587.15,1
12.0,4,23,3.05,3,76573.43,0
7.7,5,58,3.94,2,80164.73,0
7.7,2,40,8.37,3,47919.75,0
17.3,4,44,4.87,1,99424.71,1
17.2,2,42,0.59,2,79386.69,0
2.3,5,32,9.63,2,60069.8,0
21.1,2,31,9.47,2,114087.43,1
17.9,1,55,1.54,3,94599.2,1
16.1,1,26,9.09,2,67377.15,0
17.8,3,20,7.13,2,105363.03,1
9.2,5,52,2.41,1,63119.94,0
3.6,1,34,7.42,3,38971.34,0
28.8,3,45,1.89,3,149609.26,1
13.4,1,27,0.49,3,54175.16,0
13.1,2,41,1.64,2,80067.25,0
13.2,4,28,1.32,2,75659.82,0
23.8,5,20,5.05,1,141598.18,1
7.2,1,49,5.1,2,52774.4,0
25.9,2,31,3.16,1,117975.71,1
28.6,4,40,1.05,3,155557.39,1
0.1,1,32,0.37,1,20000.0,0
13.1,3,48,1.73,1,90621.22,0
23.6,5,46,8.22,3,142837.39,1
5.4,3,46,9.79,3,56528.01,0
29.1,2,41,9.04,2,139399.83,1
25.9,2,34,5.55,3,147523.45,1
24.8,1,26,6.2,1,126423.69,1
27.9,2,47,7.58,3,133068.45,1
27.0,2,53,0.86,2,130040.06,1
6.4,2,40,4.61,2,59926.82,0
20.0,4,23,9.89,2,149114.23,1
27.5,4,25,0.2,3,144347.19,1
3.6,5,32,0.66,1,49938.3,0
25.3,4,59,0.16,3,126783.03,1
9.0,2,27,6.18,3,60666.41,0
7.2,5,30,6.69,3,83841.38,0
28.2,5,21,7.46,3,173372.44,1
23.8,3,51,1.57,1,115092.56,1
16.7,5,26,2.78,2,110694.69,1
12.0,2,40,8.97,2,73784.72,0
24.4,3,23,7.36,3,129271.86,1
21.8,1,34,2.12,2,104380.8,1
19.0,5,43,5.88,3,107097.86,1
28.3,4,56,2.93,2,152275.47,1
4.1,4,46,1.48,2,63132.36,0
13.3,3,47,7.08,1,102889.05,1
0.8,4,20,2.21,1,40469.54,0
25.2,4,40,5.33,3,149583.0,1
5.9,2,58,0.53,3,29865.12,0
18.5,3,57,8.37,3,102831.1,1
10.1,4,32,4.76,3,89029.84,0
14.7,3,42,8.82,2,107872.7,1
9.5,5,43,5.85,3,78296.41,0
25.8,3,32,4.94,2,125433.32,1
20.6,5,50,8.85,2,146453.68,1
7.3,2,52,7.13,3,69291.04,0
5.6,5,35,7.12,1,72597.73,0
19.3,2,42,3.36,2,118326.69,1
15.1,5,56,2.64,2,92479.57,1
20.4,2,44,3.29,3,105849.84,1
28.1,4,44,0.92,2,135332.52,1
16.1,3,37,3.1,3,94283.16,1
7.5,1,29,5.59,1,43394.27,0
21.5,5,44,5.92,1,142661.29,1
5.7,2,20,1.4,1,55770.28,0
3.4,1,58,5.57,1,36555.41,0
15.9,5,58,7.22,2,127226.04,1
26.2,5,49,8.98,1,171374.27,1
22.6,2,28,7.42,2,142001.29,1
27.3,2,45,7.48,3,139885.05,1
29.6,2,42,7.83,2,156013.78,1
1.4,2,21,1.09,2,30593.85,0
2.1,1,41,0.72,1,20000.0,0
5.2,1,21,4.32,2,25164.45,0
6.1,1,42,8.14,2,47826.25,0
16.4,4,55,3.1,3,77244.85,0
13.0,4,36,3.6,3,81570.22,0
1.1,1,46,9.3,1,25123.9,0
13.3,2,31,3.48,3,79882.55,0
6.1,3,28,0.96,2,56847.73,0
1.7,1,47,3.35,2,20000.0,0
22.4,4,25,3.06,2,117347.83,1
29.8,4,52,8.74,2,165527.18,1
1.8,4,27,5.09,2,58312.22,0
9.7,2,31,9.69,1,71765.9,0
28.3,5,38,6.76,1,150956.13,1
21.1,4,55,8.22,1,139369.02,1
14.9,1,27,2.1,1,63660.49,0
29.3,1,43,7.4,3,125716.12,1
0.1,5,58,5.8,1,57873.71,0
12.2,5,30,4.71,2,101783.47,1
10.0,5,37,2.1,2,68384.3,0
2.9,3,53,7.73,3,45585.93,0
18.9,1,26,4.01,3,92575.88,1
2.1,2,21,4.02,2,33231.71,0
6.8,4,52,7.61,2,64861.12,0
21.0,3,50,9.48,3,122125.37,1
23.3,3,40,0.2,1,104315.46,1
23.7,1,30,0.04,1,94668.3,1
17.9,5,37,2.1,3,123000.36,1
25.1,3,34,3.72,2,134235.66,1
18.4,4,54,3.59,3,121694.08,1
7.8,2,34,6.57,1,51141.11,0
7.8,3,31,5.53,3,57646.02,0
15.6,2,26,0.6,2,83031.44,0
26.7,2,51,2.15,1,135158.55,1
4.4,5,55,3.08,1,57901.99,0
28.6,5,37,2.42,2,163657.52,1
10.4,1,48,8.01,3,69590.63,0
16.9,1,23,1.35,1,88219.39,0
20.1,3,36,1.05,2,93076.18,1
18.1,5,21,6.35,1,111317.03,1
9.8,1,57,1.43,2,35640.56,0
5.7,3,52,0.69,2,25337.36,0
18.9,3,31,8.38,3,111060.83,1
18.1,1,21,7.12,1,101758.2,1
4.0,3,28,7.85,2,43144.09,0
16.3,4,28,8.76,3,139112.8,1
27.5,3,40,0.46,3,125345.73,1
5.3,3,35,3.93,1,62906.48,0
27.9,3,40,0.16,1,129856.58,1
11.3,3,36,3.76,3,66058.34,0
6.6,3,24,7.67,3,71993.64,0
27.0,5,52,6.15,1,161105.65,1
14.6,4,22,9.55,3,102706.22,1
26.1,1,45,0.51,3,97407.67,1
0.4,1,40,7.27,2,31245.58,0
19.3,1,46,3.86,2,103087.88,1
28.6,5,21,8.19,1,161963.38,1
7.8,2,30,3.3,2,46090.31,0
27.1,3,27,0.68,1,134527.4,1
12.6,1,50,8.09,1,81051.2,0
11.4,5,48,9.94,1,99188.52,1
9.2,1,39,0.07,3,32669.51,0
0.2,5,47,6.71,1,52366.37,0
18.1,1,28,6.68,1,83993.29,0
17.4,2,47,2.17,1,88739.37,0
8.6,5,53,6.05,3,75125.3,0
24.5,1,30,4.6,3,117638.09,1
21.4,3,24,4.57,3,93421.78,1
11.7,5,57,4.61,1,93389.01,1
10.9,2,34,9.36,1,81677.15,0
29.4,3,46,3.59,2,151559.67,1
15.1,4,57,3.75,2,93410.42,1
1.5,1,31,3.81,3,20000.0,0
11.4,3,28,7.33,1,94134.91,1
3.9,2,23,1.46,3,52389.94,0
15.4,5,43,5.54,2,118282.95,1
13.7,3,22,9.41,1,99900.93,1
21.8,4,24,4.85,3,117747.51,1
13.1,2,30,6.74,1,68277.04,0
9.6,3,34,3.09,3,56943.52,0
9.9,2,28,7.23,2,83727.18,0
15.1,4,59,2.81,2,117428.68,1
13.5,5,36,6.26,1,122377.23,1
26.0,2,56,7.91,3,133454.45,1
1.0,5,44,7.69,1,61589.06,0
24.6,4,54,1.47,1,141796.93,1
27.8,1,53,3.0,2,140527.57,1
4.9,1,40,3.87,3,36535.31,0
12.6,3,22,1.98,1,74912.1,0
14.3,5,52,2.85,1,101869.18,1
8.7,1,47,2.56,2,43465.91,0
