advertising_spend,product_rating,category_score,discount,season_index,monthly_sales,bestseller
7430.93,3.12,5.36,44.53,0.94,1000.0,0
29157.64,3.82,5.98,15.15,0.15,52838.71,0
57257.63,1.05,1.6,47.37,0.52,50814.61,0
48118.05,1.06,4.76,24.15,0.95,63568.0,1
2440.73,2.11,6.98,37.05,0.56,1000.0,0
56738.96,3.52,1.71,29.96,0.37,41077.7,0
85955.6,4.7,5.99,19.64,0.39,94998.05,1
17127.93,4.5,6.14,15.83,0.42,41074.46,0
91053.24,2.1,9.12,23.86,0.09,103161.26,1
51171.26,4.81,3.71,40.71,0.45,65727.08,1
44654.81,4.47,7.16,16.7,0.68,60861.28,0
17620.38,3.68,5.08,37.87,0.27,62057.55,0
94434.27,1.52,3.48,37.66,0.42,81489.46,1
38971.0,3.66,2.58,38.12,0.59,58632.97,0
11134.93,3.56,5.97,24.91,0.8,23911.66,0
20679.59,1.02,1.48,39.27,0.45,7939.15,0
82721.92,2.81,0.54,45.68,0.33,84082.84,1
74244.74,1.02,6.7,45.81,0.14,70261.66,1
61486.95,3.74,4.99,15.43,0.53,52249.02,0
16298.44,4.13,3.74,22.02,0.29,26057.87,0
87510.31,4.49,2.24,26.39,0.56,78889.55,1
3683.32,3.52,0.94,11.83,0.83,23856.88,0
1502.8,3.33,6.8,19.16,0.38,21723.87,0
37440.73,3.27,4.32,3.21,0.52,54958.1,0
5624.13,4.2,6.07,47.67,0.26,38903.21,0
27233.16,4.43,6.47,31.43,0.29,58869.15,0
55876.61,2.05,0.95,44.58,0.67,1000.0,0
16935.64,4.66,9.54,27.12,0.28,77805.76,1
17867.08,2.1,9.77,25.1,0.8,81795.57,1
78195.8,2.79,3.31,36.74,0.09,113243.96,1
57962.04,2.89,4.02,15.84,0.39,55252.85,0
43929.77,1.75,9.17,39.56,0.66,83965.29,1
57765.25,3.27,8.04,17.72,0.77,62956.78,1
2149.88,3.52,0.35,13.12,0.95,51363.29,0
72192.74,2.82,2.41,1.14,0.04,83053.7,1
21072.12,1.39,5.87,9.02,0.38,56153.17,0
33728.01,3.83,5.36,35.66,0.21,48854.64,0
22494.75,2.54,6.82,3.17,0.29,28699.6,0
43082.94,4.03,0.27,1.61,0.02,69152.23,1
76154.21,1.84,6.49,11.42,0.94,94344.25,1
16262.99,1.27,7.22,40.82,0.21,62905.83,1
81758.0,2.16,3.11,39.77,0.94,128594.62,1
87149.38,4.47,1.16,5.57,0.29,95998.12,1
49040.32,1.74,0.55,9.47,0.33,52999.2,0
3518.62,3.0,0.23,48.94,0.44,1000.0,0
24655.84,4.94,9.16,35.76,0.01,52177.85,0
47173.04,2.17,5.51,24.4,0.48,50634.46,0
58679.75,1.17,3.36,39.69,0.63,42341.64,0
24445.95,3.01,5.89,0.15,0.7,87172.73,1
26745.84,2.37,5.82,1.1,0.91,68831.19,1
26644.13,1.13,8.69,49.26,0.6,47148.1,0
39472.65,3.39,0.44,29.57,0.08,6168.33,0
15224.68,4.61,0.93,21.29,0.82,19122.15,0
60551.16,2.74,0.98,44.19,0.66,69060.99,1
30899.69,2.62,5.21,14.23,0.86,46074.3,0
61543.32,2.71,2.63,47.42,0.61,81164.91,1
99540.67,4.5,2.32,29.78,0.36,99917.13,1
72838.76,4.99,6.45,1.04,0.93,104825.8,1
88261.97,1.86,4.18,44.7,0.44,89867.35,1
26205.36,3.71,9.92,1.73,0.53,47261.43,0
40533.17,3.4,4.7,37.66,0.02,33016.15,0
8949.57,1.8,8.85,8.32,0.38,7835.35,0
88288.69,4.22,2.57,6.67,0.07,85940.19,1
74502.41,2.46,3.08,20.25,0.75,82868.07,1
4142.12,4.47,4.51,13.21,0.75,20402.16,0
4891.31,2.2,7.36,9.47,0.84,38416.22,0
57389.35,2.61,6.01,31.94,0.78,74658.51,1
76320.54,3.64,3.85,24.84,0.77,77540.79,1
2144.72,1.41,8.95,36.5,0.26,19209.93,0
91908.58,3.48,8.06,46.69,0.57,94265.33,1
61328.62,3.98,4.22,3.22,0.13,85697.06,1
36833.12,3.35,4.56,3.99,0.13,68848.5,1
26048.18,3.5,0.04,40.02,0.4,1000.0,0
38763.82,2.26,4.91,16.89,0.96,67636.22,1
50740.09,2.36,3.36,26.43,0.33,33532.93,0
85278.55,4.59,3.41,44.3,0.76,90337.18,1
31920.98,1.05,0.03,43.15,0.72,25135.48,0
34407.06,1.6,8.65,44.44,0.01,60431.12,0
14989.15,4.56,9.84,42.17,0.59,36387.16,0
37125.88,2.01,3.43,25.59,0.44,29436.45,0
29214.3,4.78,3.08,12.2,0.56,52917.71,0
8307.56,1.7,1.04,4.34,0.98,41126.17,0
99374.53,3.38,8.84,32.04,0.62,102714.0,1
1247.72,1.05,5.15,5.79,0.36,1000.0,0
92256.69,3.58,2.51,7.61,0.46,104654.56,1
61917.25,3.85,3.96,49.64,0.94,48622.75,0
56825.57,3.05,6.94,19.54,0.49,98539.71,1
60968.89,1.09,6.16,20.68,0.92,74286.04,1
45286.9,3.35,8.95,17.38,0.17,56357.57,0
5060.94,1.15,5.92,26.54,0.36,26744.57,0
87313.38,4.43,8.19,33.23,0.77,123826.86,1
71047.53,4.59,1.79,15.26,0.74,77669.01,1
57412.89,2.94,8.7,16.33,0.05,86295.81,1
98230.01,3.8,5.13,28.94,0.39,125604.65,1
37894.47,2.15,2.01,40.9,0.67,39330.93,0
66630.54,1.69,5.96,18.68,0.69,81836.93,1
67179.09,1.84,9.02,47.91,0.77,45030.27,0
86167.75,4.36,5.42,9.26,0.75,153296.23,1
79238.58,2.18,4.19,11.99,0.06,73243.88,1
73248.53,1.06,3.17,10.18,0.53,65658.87,1
18525.44,4.57,1.35,20.83,0.1,37845.15,0
2265.34,2.75,8.9,7.58,0.36,50765.4,0
2485.42,4.6,1.38,3.37,0.3,38645.54,0
13214.61,1.33,3.97,21.3,0.81,2845.48,0
64387.6,3.36,2.8,30.02,0.34,66365.43,1
47311.66,2.77,9.78,13.76,0.5,103048.66,1
56628.78,1.41,5.37,2.23,0.44,60154.18,0
2943.85,1.77,8.67,32.86,0.57,30507.16,0
34620.08,3.57,9.61,13.65,0.03,51583.4,0
79977.45,1.42,4.28,49.62,0.35,53649.45,0
32920.17,3.28,8.12,20.47,0.5,75406.41,1
55293.55,4.42,1.37,41.92,0.75,24749.92,0
47043.86,4.96,5.66,8.8,0.95,92191.62,1
68738.38,3.21,7.1,37.58,0.33,84485.42,1
84347.18,4.78,2.41,29.99,0.47,98989.69,1
69266.25,4.62,2.8,25.03,0.99,94146.84,1
25201.37,2.72,1.47,28.47,0.88,40814.35,0
90574.22,3.82,3.35,43.52,0.8,109914.4,1
62473.76,1.11,0.02,37.32,0.43,50621.32,0
26657.49,2.3,7.97,4.13,0.77,53292.13,0
38965.24,3.54,6.41,12.93,0.02,60508.97,0
23331.01,1.6,0.06,25.99,0.55,1000.0,0
90669.24,3.58,0.11,14.06,0.89,59539.52,0
30022.68,2.08,5.81,22.86,0.9,76595.24,1
71331.49,1.86,7.39,23.42,0.92,96008.51,1
72300.07,3.98,7.54,11.01,0.68,99222.53,1
1413.58,4.33,2.06,26.98,0.2,18033.16,0
71701.57,4.69,1.37,30.28,0.25,103364.65,1
21745.74,3.98,7.91,15.44,0.8,71230.17,1
96290.31,4.6,2.3,41.83,0.71,62296.71,0
67383.85,2.6,0.98,45.6,0.11,84975.78,1
29291.49,1.41,0.87,5.94,0.27,15124.5,0
58033.58,1.05,8.36,27.16,0.65,55551.24,0
27565.21,3.23,0.9,28.92,0.4,24063.48,0
26480.83,2.45,3.94,38.56,0.14,76441.88,1
97728.85,1.52,7.59,1.88,0.65,86720.88,1
98922.55,2.57,4.95,33.75,0.05,121968.35,1
91310.4,4.42,0.27,35.2,0.01,67310.19,1
19065.34,4.82,1.42,32.46,0.72,27692.43,0
81961.04,3.63,2.75,41.63,0.36,96783.17,1
23854.38,2.59,9.28,6.15,0.99,69888.51,1
40835.65,4.15,1.92,38.56,0.38,94100.37,1
94180.49,3.1,9.37,46.08,0.91,64613.21,1
65581.95,4.92,7.48,42.26,0.77,101780.04,1
99264.75,3.6,6.48,4.28,0.08,93354.11,1
25938.0,1.42,2.59,22.1,0.24,17422.76,0
92828.05,1.61,8.95,30.7,0.39,92177.92,1
39422.3,4.91,7.52,33.35,0.55,68360.17,1
64537.54,4.66,4.69,20.81,0.25,82829.97,1
48425.86,3.53,9.21,45.86,0.13,55190.63,0
81566.94,4.35,3.65,38.24,0.18,78711.07,1
62985.38,1.86,5.46,37.74,0.64,66801.25,1
39724.06,2.89,9.31,26.61,0.66,66689.27,1
34827.57,3.29,2.26,11.01,0.54,59148.09,0
41809.07,1.12,5.71,29.96,0.14,50663.55,0
3270.93,4.99,2.51,2.38,0.3,38988.25,0
85881.43,1.84,2.37,15.44,0.52,74209.18,1
64122.6,3.74,2.93,18.06,0.22,73247.21,1
99531.63,4.39,0.45,12.65,0.85,119873.14,1
29657.57,3.56,7.04,36.59,0.38,68544.09,1
58713.72,4.95,0.41,32.32,0.2,89192.94,1
13443.83,3.98,1.82,31.45,0.49,15794.22,0
92354.35,4.32,6.45,22.37,0.65,117953.67,1
37964.82,3.35,0.1,31.55,0.93,28116.21,0
95676.34,4.4,5.09,32.32,0.56,89120.06,1
73699.02,4.45,7.62,41.11,0.83,86839.4,1
1952.73,4.18,7.69,13.31,0.24,53244.38,0
60328.77,3.94,7.24,20.8,0.01,90772.18,1
82000.12,1.57,1.79,4.06,0.39,75937.49,1
91329.16,1.75,5.13,28.34,0.95,118012.41,1
62665.16,4.79,9.93,7.31,0.42,75787.82,1
31311.08,1.94,1.19,6.04,0.13,68670.22,1
60557.28,4.8,0.32,6.14,0.45,66001.54,1
62911.51,1.53,7.17,12.59,0.4,70535.87,1
27458.92,2.9,6.29,11.36,0.19,31287.28,0
82594.01,4.03,9.87,19.52,0.58,70006.29,1
34495.91,2.57,1.24,28.79,0.3,35089.32,0
8009.63,2.4,7.08,3.32,0.47,43512.46,0
80953.82,4.96,2.78,37.07,0.31,75215.55,1
16638.8,1.95,1.91,32.68,0.4,1000.0,0
78043.01,1.45,7.38,14.0,0.18,89525.48,1
45831.19,1.21,1.87,25.44,0.92,34667.69,0
98588.72,4.83,0.23,7.88,0.23,63504.02,1
56026.27,1.62,3.41,39.68,0.07,49198.85,0
9860.79,4.09,3.43,36.86,0.6,17605.82,0
67549.82,1.42,6.83,33.73,0.68,98023.22,1
41637.86,1.43,5.36,34.81,0.08,58683.48,0
66257.06,3.74,1.34,46.78,0.31,96671.4,1
94712.73,1.97,5.94,12.44,0.96,110168.66,1
28078.69,4.08,1.87,3.51,0.58,35397.37,0
9672.91,2.48,7.1,6.87,0.54,25537.27,0
57094.79,2.81,7.58,28.49,0.24,71767.14,1
74946.98,2.24,6.15,43.21,0.98,83655.58,1
4033.88,2.92,3.16,27.2,0.39,32972.74,0
55889.39,2.64,1.21,33.75,0.2,57491.51,0
10373.44,2.75,3.92,16.08,0.79,64723.31,1
64009.66,1.36,2.37,8.23,0.46,81417.29,1
25369.32,1.33,7.23,8.95,0.75,60186.94,0
11452.76,1.64,3.2,39.87,0.21,1000.0,0
83359.21,2.5,7.61,30.4,0.66,100658.72,1
25396.06,3.26,1.62,0.76,0.73,72841.95,1
9671.24,2.98,4.32,28.27,0.19,36230.81,0
68163.59,1.19,7.23,44.55,0.29,56860.58,0
63044.8,4.58,9.37,17.91,0.06,95337.23,1
53986.17,2.28,8.63,11.94,0.21,76838.96,1
99814.2,4.9,2.67,6.72,0.4,92281.47,1
5802.1,4.21,6.12,25.22,0.72,66624.03,1
79526.62,2.09,1.04,32.04,0.08,50979.8,0
51307.8,3.95,1.83,26.2,0.74,32666.02,0
60271.06,1.56,3.04,42.94,0.35,70837.66,1
96070.27,1.22,5.99,22.75,0.62,96417.97,1
98045.93,4.13,4.86,15.74,0.15,142108.58,1
77783.7,2.1,4.0,26.67,0.31,73802.83,1
72328.47,3.81,8.57,14.92,0.4,85943.38,1
2083.39,1.83,3.69,40.18,0.11,14294.18,0
38581.39,4.41,0.28,44.89,0.03,13353.52,0
1365.59,1.54,4.21,23.29,0.2,48198.77,0
16576.25,1.44,2.52,33.8,0.83,29062.03,0
41203.38,1.13,8.89,7.09,0.05,79246.88,1
58092.34,1.48,5.92,4.06,0.57,60165.16,0
34964.74,3.49,3.17,34.56,0.42,37101.49,0
58716.29,2.6,2.09,6.15,0.71,99456.84,1
93648.98,4.7,3.01,13.15,0.37,118065.38,1
74449.36,2.27,5.77,34.97,0.72,50996.09,0
17099.1,4.24,5.28,27.6,0.92,54618.2,0
64372.43,2.76,9.01,23.08,0.08,44118.03,0
34707.93,1.39,6.0,38.45,0.03,50506.21,0
24240.86,2.55,7.91,10.97,0.98,71849.63,1
76391.65,2.42,8.78,12.84,0.32,107463.96,1
51372.6,2.28,2.99,9.76,0.89,53130.41,0
91315.07,3.77,7.23,4.72,0.29,117924.87,1
51765.32,3.88,6.41,41.78,0.7,68363.2,1
33927.07,4.16,0.52,3.21,0.55,95342.37,1
81025.56,1.92,5.36,37.6,0.16,84412.29,1
78012.04,1.1,1.38,24.33,0.32,58563.11,0
36880.98,1.65,9.93,13.66,0.93,69219.1,1
80286.27,1.24,1.4,19.41,0.69,85366.53,1
63834.35,3.08,4.15,4.76,0.18,82071.45,1
74043.28,3.23,5.19,18.09,0.18,88670.93,1
87557.17,2.06,8.87,42.72,0.82,107334.56,1
82163.42,4.88,7.13,33.34,0.82,110601.46,1
25970.61,2.63,6.67,32.74,0.28,45298.7,0
24460.97,3.07,5.05,6.16,0.84,11601.36,0
51917.7,2.85,4.3,25.9,0.9,35170.59,0
53698.16,2.61,5.39,38.39,0.58,52069.78,0
30600.83,3.16,8.47,28.35,0.85,18937.97,0
87157.04,2.44,0.24,37.62,0.5,73937.43,1
90244.73,1.44,1.44,38.31,0.19,23204.95,0
81226.87,3.02,8.37,11.8,0.62,120698.62,1
30961.32,2.15,9.61,15.43,0.3,17830.52,0
34516.51,2.55,2.46,16.69,0.32,59550.12,0
86632.23,3.97,3.02,27.28,0.62,94924.27,1
81719.68,4.47,4.71,35.56,0.4,112079.18,1
11758.11,4.54,1.14,36.49,0.5,52776.16,0
34783.38,4.67,8.02,23.38,0.91,60554.02,0
52772.35,2.48,1.93,1.73,0.15,52908.71,0
89387.8,1.61,1.61,27.01,0.45,62203.05,0
85635.2,1.57,7.87,28.65,0.91,93734.73,1
37612.52,3.75,2.3,45.34,0.16,28787.53,0
17520.87,1.75,2.37,14.54,0.98,52701.67,0
78283.1,1.6,4.58,1.85,0.76,87330.47,1
85261.02,3.73,4.46,31.41,0.17,98442.47,1
54370.22,1.48,7.88,29.76,0.61,54897.08,0
15614.31,4.64,3.28,40.17,0.7,32021.25,0
86992.71,4.79,0.37,23.24,0.62,80814.85,1
13353.99,2.01,1.71,2.99,0.29,64989.6,1
5233.12,4.51,3.91,3.23,0.26,59379.31,0
16672.17,2.62,7.22,47.85,0.52,17941.17,0
38151.43,4.36,2.58,17.88,0.69,53768.7,0
89564.05,1.54,8.84,25.7,0.44,104061.89,1
7691.63,1.32,2.85,42.34,0.69,35504.08,0
11619.99,2.67,8.16,43.31,0.94,61968.97,0
20826.69,2.12,8.43,26.98,0.42,56376.46,0
44478.2,3.13,3.9,21.18,0.41,88616.56,1
40360.38,4.32,8.34,19.87,0.8,76692.09,1
69555.61,3.82,8.79,19.06,0.98,112002.52,1
18951.33,4.45,1.53,2.18,0.25,31018.34,0
94640.86,1.77,0.82,38.04,0.53,88421.94,1
80244.1,1.89,8.59,6.07,0.98,89044.23,1
84986.77,1.37,8.61,22.61,0.79,107380.58,1
53583.41,1.65,2.92,24.67,0.11,46524.29,0
47349.94,2.82,5.09,33.3,0.95,52465.57,0
57775.72,1.07,9.53,49.06,0.37,82300.07,1
26703.03,4.57,8.06,34.51,0.73,60003.11,0
26113.8,4.49,9.29,44.08,0.65,58807.13,0
15235.07,4.77,8.17,19.72,0.34,40054.67,0
17364.76,2.74,9.12,17.98,0.46,65658.45,1
33744.35,3.72,7.14,29.78,0.68,59509.55,0
79323.95,4.68,4.31,7.27,0.05,87095.23,1
59725.41,3.73,1.49,48.33,0.07,47069.4,0
41090.0,1.43,5.34,10.87,0.74,55111.62,0
69347.6,3.71,1.41,49.35,0.35,63524.91,1
39121.84,4.18,8.92,23.14,0.53,84374.6,1
99384.57,1.48,5.7,38.23,0.07,95050.89,1
67427.65,2.04,6.08,15.94,0.68,63191.12,1
71374.9,2.9,8.77,12.12,0.15,69102.9,1
18169.32,1.99,7.19,40.95,0.25,43177.27,0
22282.97,3.79,0.2,41.65,0.46,30171.93,0
62337.87,1.65,0.86,31.35,0.62,63305.59,1
33705.77,1.08,6.46,35.47,0.27,39115.57,0
55837.23,3.34,9.91,1.19,0.07,114816.96,1
82677.05,4.0,5.52,7.64,0.84,125411.27,1
759.4,2.43,5.52,10.21,0.68,19404.33,0
38386.34,1.34,1.87,4.09,0.31,30492.54,0
41493.83,4.28,8.36,30.27,0.1,43618.45,0
843.28,2.97,9.93,39.25,0.17,1000.0,0
13376.64,3.48,5.3,12.92,0.72,16699.57,0
38303.84,3.41,0.39,41.02,0.42,36279.6,0
81516.93,2.28,6.84,49.32,0.13,78609.57,1
15717.38,2.55,1.15,21.25,0.64,55521.42,0
63582.71,4.49,1.96,43.5,0.85,32453.26,0
43317.69,4.53,0.22,10.59,0.57,62150.13,0
60953.66,2.33,9.94,45.83,0.2,64021.55,1
72403.68,1.64,5.35,23.41,0.78,85750.85,1
34363.87,1.02,2.89,13.6,0.4,91611.2,1
70609.47,3.29,3.4,23.09,0.45,96225.42,1
48414.29,4.06,9.96,40.78,0.99,112450.27,1
95999.13,2.63,8.35,24.08,0.49,140681.73,1
96483.94,2.78,8.21,14.56,0.95,113538.33,1
99874.62,1.17,1.4,45.32,0.39,57130.77,0
37044.64,2.85,6.38,0.41,0.34,42656.41,0
89064.21,2.71,1.88,21.11,0.7,90777.2,1
69291.28,3.41,2.41,41.42,0.67,77122.23,1
11815.78,4.25,8.13,18.41,0.87,48047.42,0
55066.21,4.6,3.37,21.06,0.55,47370.44,0
18788.36,3.32,9.53,17.21,0.63,43558.7,0
74185.35,4.31,9.18,17.26,0.39,104525.48,1
46535.88,3.53,3.2,24.37,0.54,35538.72,0
48936.33,3.81,7.15,8.55,0.85,102708.74,1
515.94,4.61,2.24,13.64,0.17,8382.51,0
40269.83,4.55,0.6,12.86,0.66,21676.39,0
38829.84,2.12,1.5,11.12,0.35,25733.11,0
77762.6,3.81,6.87,25.06,0.47,116515.14,1
96635.28,2.2,9.55,44.56,0.41,92732.97,1
48232.18,4.29,7.79,2.81,0.48,66076.47,1
42572.21,4.62,3.83,23.28,0.38,44567.91,0
88272.3,3.17,4.98,19.66,0.43,58407.16,0
38074.31,3.13,5.49,5.16,0.1,31053.27,0
7693.36,3.88,0.71,7.97,0.25,22441.42,0
77626.31,1.49,7.46,13.38,0.06,70189.2,1
58922.18,2.89,8.92,13.71,0.86,99072.36,1
49969.47,3.27,4.52,27.06,0.18,64565.99,1
45509.28,2.47,6.62,40.25,0.1,42701.38,0
92504.37,3.78,9.1,1.01,0.52,111807.13,1
46254.77,2.18,4.44,21.07,0.28,45162.34,0
7175.13,1.19,1.08,48.39,0.76,5086.74,0
52622.35,2.97,7.25,5.51,0.27,78646.25,1
32618.82,2.27,0.5,28.09,0.24,27508.16,0
59696.55,3.56,9.12,19.38,0.17,60099.7,0
73217.35,4.67,6.15,15.8,0.48,88918.52,1
83269.06,3.09,4.99,24.17,0.99,92084.19,1
80018.59,3.56,8.8,41.92,0.77,89371.25,1
74875.14,2.77,6.5,22.76,0.68,73080.79,1
52404.49,4.61,1.66,49.99,0.52,79415.89,1
5931.39,3.64,3.74,48.07,0.71,32265.8,0
92380.76,4.16,8.78,45.54,0.4,114725.42,1
90386.52,2.3,3.48,24.8,0.75,84290.42,1
96628.74,1.05,9.29,10.34,0.7,90155.51,1
49256.3,2.06,9.34,12.19,0.96,71923.04,1
61129.75,3.03,4.65,4.71,0.54,89885.32,1
25061.02,3.7,4.17,43.33,0.15,27963.46,0
74058.3,3.6,4.52,0.24,0.55,93053.58,1
84344.2,3.28,3.95,45.3,0.97,58648.49,0
49872.44,1.4,8.56,39.11,0.74,54243.36,0
77669.37,4.93,0.69,31.36,0.15,60653.76,0
7221.59,4.36,2.56,37.1,0.71,31488.59,0
27241.88,2.51,9.9,3.04,0.61,93028.13,1
87545.62,4.5,0.43,43.04,0.35,111056.61,1
18751.74,4.52,8.47,24.27,0.58,69512.07,1
19584.31,1.05,3.42,38.78,0.05,8181.76,0
2287.98,1.94,4.04,24.88,0.27,11326.04,0
88612.05,2.4,0.02,15.09,0.33,99625.65,1
86254.85,1.48,5.52,40.29,0.92,60294.9,0
37583.78,1.21,6.97,32.7,0.73,41400.2,0
86396.62,1.41,4.47,41.86,0.54,91069.42,1
42944.25,3.67,2.91,1.27,0.19,60470.2,0
98005.09,1.97,3.57,15.08,0.47,100908.49,1
87478.84,2.5,6.44,5.92,0.94,118632.86,1
62305.73,3.74,6.15,25.27,0.74,104325.69,1
93221.58,3.17,4.26,2.08,0.26,107924.09,1
95386.04,2.25,0.8,42.08,0.41,69679.45,1
41108.86,4.42,2.16,23.77,0.07,2328.31,0
82027.69,3.23,0.16,13.47,0.96,132489.99,1
22878.03,3.25,2.39,4.45,0.73,47212.97,0
67662.19,2.75,4.15,46.67,0.51,64690.25,1
59256.94,4.45,4.71,7.22,0.24,76756.13,1
76991.69,3.07,6.57,32.26,0.54,79311.81,1
62559.96,4.58,5.09,7.27,0.07,95793.87,1
96261.88,1.2,5.92,20.73,0.58,71820.85,1
22021.1,4.79,7.83,34.21,0.63,43871.28,0
52031.54,1.94,9.61,30.57,0.83,54944.34,0
84468.01,2.5,5.08,41.44,0.91,95931.37,1
5723.86,4.45,0.9,10.57,0.13,19402.08,0
70985.13,2.33,0.47,41.73,0.4,34065.42,0
82069.62,2.5,2.74,43.24,0.65,93851.69,1
33594.81,4.99,0.44,22.44,0.55,60606.42,0
34963.19,3.02,1.44,49.85,0.07,22304.37,0
53460.03,4.02,8.97,24.74,0.37,96607.06,1
8289.36,1.27,2.55,5.6,0.82,42004.1,0
12190.13,3.6,8.78,40.28,0.13,20005.35,0
92642.98,4.86,3.16,11.28,0.05,117669.61,1
28737.81,2.29,5.14,6.17,0.81,33611.23,0
37960.56,3.32,3.17,36.3,0.47,39788.69,0
18254.75,2.59,1.84,26.73,0.41,31768.73,0
40070.8,2.28,4.99,40.17,0.03,38277.29,0
27708.89,1.12,8.11,46.34,0.99,8125.28,0
88766.66,1.72,5.43,2.2,0.35,82119.6,1
99654.13,4.99,2.75,16.78,0.84,116068.18,1
57684.18,2.31,6.35,1.23,0.81,79066.17,1
90199.42,1.86,0.68,48.19,0.1,54294.76,0
21952.44,3.49,3.08,30.9,0.2,1000.0,0
48889.83,2.17,8.55,31.43,0.45,85816.58,1
98139.03,2.98,7.87,21.66,0.12,126235.85,1
92808.39,4.32,4.67,13.63,0.24,68538.62,1
78464.96,3.7,3.54,15.02,0.6,64058.74,1
23395.14,3.29,1.14,12.04,0.57,26611.19,0
79993.95,4.43,5.82,33.98,0.88,126224.46,1
62377.66,4.02,2.99,29.51,0.12,80374.47,1
87190.08,4.36,2.68,41.15,0.13,63303.55,1
84465.33,3.03,9.58,48.15,0.35,98403.03,1
68817.65,1.08,3.43,46.0,0.35,104830.3,1
40334.06,4.63,9.51,9.98,0.71,72254.74,1
48669.9,2.4,6.1,17.15,0.43,75327.08,1
10409.55,4.9,9.3,22.88,0.71,31933.93,0
18334.64,2.52,2.86,44.49,0.45,21423.83,0
29376.3,4.49,1.02,46.74,0.08,55205.09,0
51321.36,2.24,7.67,33.17,0.55,53759.23,0
62388.47,1.21,5.61,48.06,0.07,39396.71,0
33904.34,2.36,4.62,43.69,0.18,18973.89,0
17227.08,4.3,0.32,21.84,0.66,44309.68,0
19133.9,4.89,1.78,8.12,0.56,25302.7,0
72362.06,2.97,6.5,33.01,0.38,75646.45,1
21483.14,1.8,7.41,49.73,0.84,8739.71,0
94127.82,1.71,2.33,34.47,0.1,90554.47,1
91130.66,3.68,6.01,13.36,0.69,118811.63,1
62522.21,1.16,8.59,20.03,0.68,94657.17,1
70705.7,1.83,6.9,47.57,0.45,88528.59,1
10626.03,3.12,6.95,7.22,0.25,23862.97,0
81470.25,2.34,4.29,47.91,0.62,90248.58,1
80532.57,1.41,3.54,35.69,0.45,65477.73,1
90047.43,2.77,7.6,20.34,0.84,102449.78,1
91503.49,1.88,2.85,23.47,0.19,87200.63,1
98525.82,1.8,9.55,43.03,0.76,109798.17,1
77437.58,1.75,4.13,42.99,0.39,67792.24,1
92918.41,4.24,0.92,49.35,0.56,79950.9,1
18960.01,3.81,9.06,28.85,0.3,66336.17,1
93928.32,4.5,4.26,11.03,0.32,100957.76,1
39068.09,3.9,1.47,21.11,0.86,41769.51,0
49116.97,2.04,1.56,36.1,0.72,38842.42,0
10744.11,3.95,8.57,31.8,0.73,31657.8,0
88934.29,2.73,0.38,9.62,0.01,87645.97,1
4866.2,3.42,1.14,6.75,0.2,8334.5,0
37653.95,3.6,5.67,25.32,0.19,62926.44,1
39446.79,4.98,2.82,34.33,0.59,41159.95,0
93091.14,2.1,9.96,4.52,0.22,101695.34,1
5280.05,3.46,6.16,27.8,0.59,49653.22,0
27366.92,3.73,3.78,26.9,0.27,15771.17,0
11268.45,1.86,1.54,20.56,0.67,26599.29,0
96940.31,3.42,4.41,28.43,0.32,111094.51,1
73856.85,2.76,7.28,19.55,0.72,65562.07,1
48030.9,3.32,8.59,38.44,0.97,60014.85,0
2659.76,3.85,6.8,47.63,0.03,38888.6,0
41675.23,4.28,2.27,9.64,0.35,58646.36,0
6795.83,1.69,6.67,37.42,0.42,28016.21,0
32778.27,2.23,0.24,32.35,0.81,10845.24,0
32584.49,2.26,6.95,1.92,0.46,72938.82,1
5299.54,2.12,3.2,43.91,0.72,1000.0,0
77098.08,3.23,7.92,32.08,0.63,70151.44,1
34433.41,4.67,1.66,3.15,0.76,39225.01,0
71480.38,2.06,9.2,24.5,0.63,59674.65,0
80634.54,3.85,7.87,21.05,0.49,56244.2,0
7031.8,2.86,6.4,0.28,0.96,40703.62,0
80452.11,1.12,8.77,1.76,0.89,139219.24,1
10972.34,3.85,2.15,35.01,0.59,14878.95,0
40757.24,3.96,7.98,19.16,0.97,51728.31,0
74672.55,3.47,4.72,1.94,0.58,78040.5,1
32305.19,4.47,9.61,11.2,0.36,83160.1,1
57200.72,2.13,8.96,41.72,0.09,52837.26,0
32305.02,3.17,4.49,31.51,0.44,69762.45,1
38842.62,3.5,5.3,13.89,0.51,57436.75,0
66269.44,1.46,6.2,13.1,0.89,59461.56,0
44435.63,3.36,1.27,29.45,0.27,56902.07,0
63371.24,3.45,5.65,34.04,0.35,64885.23,1
90605.42,2.14,4.72,34.44,0.57,67330.63,1
61508.48,3.17,9.53,42.34,0.3,97810.15,1
32005.87,2.48,4.67,27.11,0.54,31891.14,0
30616.38,1.98,0.88,1.41,0.19,63128.9,1
60018.12,3.06,4.48,49.02,0.82,44506.98,0
96001.73,3.7,2.2,46.8,0.08,90080.25,1
37255.8,2.04,9.42,7.36,0.88,77623.16,1
56115.54,1.33,2.25,12.81,0.72,39936.92,0
60528.69,4.26,4.58,2.57,0.89,97747.69,1
18985.98,4.35,1.01,49.2,0.52,63914.51,1
98148.35,3.89,1.72,47.26,0.06,71328.41,1
66349.36,2.25,1.02,19.33,0.49,66050.29,1
82066.36,4.14,8.03,26.64,0.9,107909.01,1
58126.62,3.97,5.87,25.58,0.94,68548.24,1
64264.24,1.09,3.97,41.56,0.64,85729.92,1
